u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,ref,width,bridge,access,tunnel,junction
343195233,1866801592,0,"[25336128, 1219536228, 1101405292]",False,,Anklamer Straße,residential,30,False,189.852,"LINESTRING (13.3934261 52.5338317, 13.3934973 52.5338846, 13.3936089 52.5339135, 13.3944427 52.5341301, 13.394907 52.5342507, 13.3957889 52.5344713, 13.3958243 52.5344801, 13.3959814 52.5345194)",1.570177434046305,0.0005117257096432631,,14,,,,
343216049,29123047,0,24242344,True,2,Danziger Straße,primary,50,False,24.046,"LINESTRING (13.4119696 52.5409934, 13.4120401 52.5409984, 13.4121507 52.5410059, 13.4122442 52.5410132, 13.4122573 52.5410141, 13.4123117 52.541018, 13.4123227 52.5410188)",3.139969014446469,0.01616196010436128,B 96a,,,,,
343216049,30305125,0,146757634,True,2,Schönhauser Allee,secondary,50,False,30.637,"LINESTRING (13.4119696 52.5409934, 13.4119687 52.5409618, 13.4119677 52.5409261, 13.4119658 52.5408622, 13.4119653 52.540753, 13.4119651 52.5407377, 13.4119657 52.5407179)",8.547470953205499,0.01578703309602642,,,,,,
343242451,29123142,0,4606275,False,2,Buchholzer Straße,residential,30,True,126.2,"LINESTRING (13.4165253 52.5449109, 13.4164875 52.5449252, 13.416397 52.5449598, 13.4163578 52.5449636, 13.4160619 52.5449925, 13.4148447 52.5451171, 13.4147055 52.5451313)",1.6334864792443133,8.67686085809823e-05,,11,,,,
343242451,1861798449,0,41886395,False,2,Pappelallee,tertiary,50,True,213.72299999999998,"LINESTRING (13.4165253 52.5449109, 13.4165971 52.5449809, 13.4167579 52.5451279, 13.4168308 52.5451964, 13.4169554 52.5453134, 13.4170039 52.5453589, 13.4171503 52.5454963, 13.4172018 52.5455445, 13.4173296 52.5456634, 13.4174591 52.5457838, 13.4174753 52.5457986, 13.4174944 52.5458161, 13.417666 52.5459729, 13.4176998 52.5460039, 13.4178585 52.5461504, 13.4178735 52.5461643, 13.4181176 52.5463896, 13.4181477 52.5464165, 13.4182573 52.5465186)",1.718996041424719,0.008400575271394586,,,,,,
343242451,28794346,0,"[1138269600, 875860586, 1138269606]",False,2,Pappelallee,tertiary,50,False,118.399,"LINESTRING (13.4165253 52.5449109, 13.4164377 52.5448295, 13.4163491 52.5447449, 13.4162535 52.544659, 13.4161714 52.5445777, 13.4160641 52.5444792, 13.4159122 52.5443398, 13.415861 52.5442928, 13.4158447 52.5442783, 13.4156708 52.5441232, 13.4156673 52.5441201, 13.4156391 52.5440951, 13.4155587 52.5440232)",1.615144221808581,0.0024253394205768545,,,,,,
343242462,61771576,0,542344746,False,,Seelower Straße,residential,30,False,15.468,"LINESTRING (13.4104115 52.5509761, 13.4103969 52.5509062, 13.4103827 52.5508381)",1.741403483869102,0.0015760972644740046,,8,,,,
343242462,5339796908,0,"[552929739, 1143844269, 1143844270]",True,"['1', '2']",Schivelbeiner Straße,tertiary,30,False,152.45000000000002,"LINESTRING (13.4104115 52.5509761, 13.4103151 52.5509832, 13.4102349 52.5509889, 13.4090317 52.5510752, 13.4088471 52.5511032, 13.4083985 52.5511353, 13.4083237 52.5511406, 13.4081767 52.5511515)",5.19582107897575,0.01263528659775955,,8,,,,
343242462,29122642,0,"[1034411954, 1143844271]",False,2,Seelower Straße,residential,30,True,156.071,"LINESTRING (13.4104115 52.5509761, 13.410426 52.5510454, 13.4104303 52.5510661, 13.4104337 52.5510823, 13.4105065 52.5514311, 13.4105144 52.5514686, 13.4105723 52.5517462, 13.4106881 52.5523008, 13.4107022 52.5523685)",1.6904292729981132,0.0007911475111148945,,,,,,
343256693,29420480,0,4631759,False,,Friesickestraße,residential,30,False,195.94700000000003,"LINESTRING (13.4394366 52.5521252, 13.4394459 52.5521365, 13.4394864 52.5521859, 13.4394971 52.5521989, 13.4399265 52.5527227, 13.4399879 52.5527976, 13.4401313 52.5529725, 13.4401949 52.5530501, 13.440262 52.5531366, 13.4403166 52.5532053, 13.4403644 52.5532654, 13.4404184 52.5533333, 13.4405491 52.5534977, 13.440662 52.5536398, 13.4407151 52.5537066)",1.5749101962314076,0.0001513596984454829,,8.5,,,,
343256693,29420500,0,4631759,False,,Friesickestraße,residential,30,True,109.784,"LINESTRING (13.4394366 52.5521252, 13.4394252 52.5521112, 13.4393858 52.5520628, 13.4393748 52.5520492, 13.4391267 52.551744, 13.4387699 52.551305, 13.4387171 52.5512401)",1.6312526465089578,0.00028225932911885807,,8.5,,,,
343256693,29420488,0,30860014,False,2,Langhansstraße,tertiary,30,False,163.162,"LINESTRING (13.4394366 52.5521252, 13.4393379 52.5521559, 13.438694 52.5523576, 13.4373831 52.5527715, 13.4372934 52.5527997)",1.6378254066420719,1.821991436640248e-05,,11,,,,
343256693,1888408630,0,"[1137316220, 93861031]",False,2,Langhansstraße,tertiary,30,False,90.09700000000001,"LINESTRING (13.4394366 52.5521252, 13.4395332 52.5520953, 13.4400833 52.5519159, 13.440114 52.5519062, 13.4401447 52.5518966, 13.4405405 52.5517719, 13.440616 52.5517481)",1.7860613208410574,0.0010604139504806623,,5.5,,,,
343275432,659799525,0,"[340720882, 215226093]",True,2,Kniprodestraße,secondary,50,False,142.78199999999998,"LINESTRING (13.4542588 52.5402307, 13.4548643 52.5406203, 13.4552147 52.540844, 13.4553206 52.5409133, 13.4554118 52.5410415, 13.4554505 52.541139, 13.4554528 52.5412434)",13.167073743814164,0.0024086129418142556,,,,,,
343275432,29795076,0,"[1136238675, 4687333]",False,,Altenescher Weg,residential,30,False,123.202,"LINESTRING (13.4542588 52.5402307, 13.4543249 52.540194, 13.4543455 52.5401855, 13.4553047 52.5398034, 13.4557703 52.5396134)",1.5336253156853945,0.0008129516709304254,,,,,,
343275445,4400079542,0,49167636,True,,Langhansstraße,tertiary,30,False,20.339,"LINESTRING (13.4508507 52.5483641, 13.4509322 52.5482932, 13.4509579 52.5482698, 13.4510221 52.5482138)",18.136592080704624,0.0004522123008316943,,,,,,
343275445,1924297685,0,"[56473176, 237300010]",False,"['2', '3']",Langhansstraße,tertiary,30,True,215.726,"LINESTRING (13.4508507 52.5483641, 13.4508094 52.548398, 13.4507889 52.5484139, 13.4507456 52.5484503, 13.4506919 52.5484964, 13.4505957 52.5485789, 13.4505697 52.5485974, 13.4505404 52.548613, 13.450512 52.5486263, 13.4504491 52.5486491, 13.4502585 52.5487118, 13.449989 52.5487959, 13.4498352 52.5488447, 13.4482444 52.5493449, 13.4481709 52.549368)",1.8042865850773713,4.7565923981140897e-05,,,,,,
343275445,1380016717,0,342370899,True,2,Berliner Allee,primary,50,False,100.251,"LINESTRING (13.4508507 52.5483641, 13.4508177 52.5483499, 13.4507641 52.5483269, 13.4505807 52.5482438, 13.4503691 52.5481447, 13.4496583 52.5478284)",5.106934279081228,0.013522910048880149,B 2,,,,,
343275454,29784551,0,51686096,False,,Hanns-Eisler-Straße,residential,30,True,94.767,"LINESTRING (13.4466958 52.5438401, 13.4455662 52.5443445)",1.411418342638482,0.00011454651081172706,,5,,,,
343275454,29784531,0,51686096,False,,Hanns-Eisler-Straße,residential,30,False,157.545,"LINESTRING (13.4466958 52.5438401, 13.4469557 52.5437326, 13.4486549 52.5430735)",1.510176568711948,0.0030074806189394516,,5,,,,
343275454,29784535,0,74098739,False,,Thomas-Mann-Straße,residential,30,False,243.34699999999998,"LINESTRING (13.4466958 52.5438401, 13.4464567 52.5436109, 13.446442 52.5435969, 13.4461972 52.5433623, 13.4457939 52.5429758, 13.4456094 52.542797, 13.4454969 52.5426946, 13.4451835 52.5424346, 13.4446943 52.5420226)",1.411857138162077,0.0007191639150115667,,7.5,,,,
343275463,30683543,0,23008694,True,,Smetanastraße,residential,30,False,103.678,"LINESTRING (13.4599746 52.5471853, 13.459744 52.547576, 13.4596756 52.547692, 13.459635 52.5477608, 13.4594922 52.5480028, 13.4594567 52.5480629)",26.153065660221017,0.0011648050991865256,,,,,,
343275482,29420796,0,49366361,True,2,Berliner Allee,primary,50,False,37.562,"LINESTRING (13.4655699 52.5519208, 13.4656281 52.5519464, 13.4657026 52.5519799, 13.4657714 52.5520097, 13.466022 52.5521171)",7.663185970608609,0.002439303043472417,B 2,,,,,
343275482,2475047638,0,112513778,True,2,Indira-Gandhi-Straße,secondary,50,False,9.575,"LINESTRING (13.4655699 52.5519208, 13.465513 52.5519319, 13.4654629 52.5519397, 13.465434 52.5519449)",3.1715649037087474,0.010621986060272075,,,,,,
343275485,343275482,0,239878256,True,2,Berliner Allee,primary,50,False,10.647,"LINESTRING (13.4654424 52.5518646, 13.4655699 52.5519208)",2.938222319818638,0.008581729010135947,B 2,,,,,
343275485,91401146,0,724607624,True,2,Indira-Gandhi-Straße,secondary,50,False,17.076999999999998,"LINESTRING (13.4654424 52.5518646, 13.4654535 52.5518371, 13.4654791 52.5518001, 13.4655398 52.5517234)",8.419629443897119,0.0007594120045340705,,,,no,,
343368033,309633934,0,146911420,False,,Walter-Friedländer-Straße,residential,30,False,38.739,"LINESTRING (13.456466 52.5257078, 13.4562454 52.5260293)",1.4514731086912922,0.0012025143481825635,,4,,,,
343368033,1425174739,0,146911420,False,,Walter-Friedländer-Straße,residential,30,True,104.566,"LINESTRING (13.456466 52.5257078, 13.4570559 52.5248386)",1.4497052204521503,0.001550484843868775,,4,,,,
343368033,309633932,0,28189973,False,,Agnes-Wabnitz-Straße,residential,30,False,113.645,"LINESTRING (13.456466 52.5257078, 13.4563554 52.52568, 13.4558827 52.5255642, 13.4557378 52.5255266, 13.455409 52.5254414, 13.4549993 52.5253385, 13.4549138 52.5253171)",1.2999779996427,1.493435603803482e-07,,5,,,,
343590422,262471375,0,11103453,False,,Schönhauser Allee,secondary,50,True,16.490000000000002,"LINESTRING (13.4094049 52.5287109, 13.4094402 52.5287545, 13.4094583 52.5287769, 13.4095107 52.5288445)",1.8966599785053937,0.003616877017071463,,,,,,
343590422,1661927348,0,"[44427219, 850240180]",True,2,Alte Schönhauser Straße,residential,30,False,52.619,"LINESTRING (13.4094049 52.5287109, 13.4093278 52.5286238, 13.4093107 52.5286005, 13.4093002 52.5285866, 13.4092519 52.5285225, 13.4091235 52.5283523, 13.4090716 52.5282835)",6.528772025681161,0.0027825692170066474,,,,,,
343590422,3837028201,0,312654705,True,2,Torstraße,secondary,30,False,40.333999999999996,"LINESTRING (13.4094049 52.5287109, 13.4094734 52.5286962, 13.4095461 52.5286807, 13.4098965 52.5286058, 13.4099674 52.5285906)",6.814431876020786,0.0442221216642249,,,,,,
343647074,295756756,0,"[392759408, 1144041260]",False,1,Hedwig-Wachenheim-Straße,residential,30,True,153.677,"LINESTRING (13.4430925 52.5039742, 13.4431944 52.5040818, 13.4432226 52.5041116, 13.4434871 52.504391, 13.4435588 52.5044668, 13.4436142 52.5045253, 13.4436354 52.5045477, 13.4438379 52.5047617, 13.443919 52.5048473, 13.4439664 52.5048975, 13.444226 52.5051717)",1.449757866610703,9.976149833407258e-05,,8,,,,
343647074,295600226,0,"[824274193, 431356091, 1144041294]",True,"['2', '3']",Mühlenstraße,secondary,50,False,184.71700000000004,"LINESTRING (13.4430925 52.5039742, 13.4428768 52.504049, 13.4420128 52.5043487, 13.4419215 52.5043818, 13.4414524 52.5045664, 13.4414022 52.5045861, 13.4409693 52.5047592, 13.4409145 52.5047814, 13.4407631 52.5048384)",6.421127917454135,0.007103377105930881,,,,,,
348328510,26749225,0,"[31305656, 1110773567]",False,,Schwartzkopffstraße,residential,30,False,56.648,"LINESTRING (13.3815964 52.5354595, 13.3813347 52.535379, 13.380849 52.5352296)",1.2589267075970263,0.000273224043715847,,6,,,,
349202773,623893034,0,"[1162793090, 180541162, 180541164, 1162792951, 31352063]",False,,Ruppiner Straße,residential,30,False,120.53399999999998,"LINESTRING (13.396849 52.5419217, 13.3968974 52.5418568, 13.3969519 52.5417838, 13.3970133 52.5416976, 13.3970489 52.5416517, 13.3972266 52.5414228, 13.397541 52.5410179, 13.3975637 52.5409887, 13.3976021 52.5409393)",1.2139830997116487,0.000273224043715847,,"['6', '11']",,,yes,
349202773,29122120,0,1055187500,False,,Demminer Straße,residential,30,False,74.301,"LINESTRING (13.396849 52.5419217, 13.3969663 52.5419538, 13.397851 52.5421958)",1.2139830997116487,0.000273224043715847,,,,,,
349202773,29122119,0,"[1162792579, 1162792557]",False,,Demminer Straße,residential,30,True,75.469,"LINESTRING (13.396849 52.5419217, 13.3966116 52.5418604, 13.3961405 52.5417386, 13.3958219 52.5416563)",1.5265957005635544,0.0008192241004664,,12,,,,
349202793,1837885819,0,172959776,False,2,Ruppiner Straße,residential,30,True,134.0,"LINESTRING (13.3982207 52.5401941, 13.3982208 52.5401489, 13.3982154 52.5401165, 13.3984405 52.5398166, 13.3988682 52.5392467, 13.3989003 52.5392088, 13.3989188 52.539187, 13.398941 52.5391608, 13.3989781 52.5391264, 13.3990083 52.5390985)",1.4549551791051822,0.000273224043715847,,11.5,,,,
349222110,26753842,0,31586812,False,,Lortzingstraße,residential,30,False,138.03799999999998,"LINESTRING (13.397316 52.5438082, 13.3977624 52.5439279, 13.3979316 52.543974, 13.3983039 52.5440753, 13.3990445 52.5442768, 13.3991803 52.5443138)",1.4255016506393405,0.000273224043715847,,15,,,,
349222113,29122115,0,31586811,False,,Lortzingstraße,residential,30,False,152.336,"LINESTRING (13.3967704 52.5436614, 13.3963452 52.5435443, 13.394839 52.5431295, 13.3947183 52.5430963)",1.542935551282326,0.000273224043715847,,14.7,,,,
349282559,28302493,0,4603463,False,,Rügener Straße,tertiary,30,True,173.848,"LINESTRING (13.3952896 52.5460366, 13.3952536 52.5460262, 13.395185 52.5460051, 13.3951218 52.5459878, 13.3950665 52.5459727, 13.3949064 52.5459281, 13.3948385 52.5459079, 13.3940982 52.5456869, 13.3934281 52.5454869, 13.3931099 52.5453921, 13.3929788 52.5453515)",1.6825481513100407,0.005126815084296973,,,,,,
349282559,26753893,0,8094520,False,,Gleimstraße,tertiary,30,False,178.46200000000002,"LINESTRING (13.3952896 52.5460366, 13.3954701 52.5460693, 13.3955957 52.5460843, 13.396209 52.5461337, 13.3965106 52.5461581, 13.3965694 52.5461628, 13.397254 52.5462219, 13.3976799 52.5462637, 13.397747 52.5462697, 13.3978951 52.5462839)",1.696849922544247,0.00318258594348541,,15.4,,,,
349282559,28302216,0,24457236,False,,Swinemünder Straße,residential,30,True,167.447,"LINESTRING (13.3952896 52.5460366, 13.3952161 52.5461332, 13.3950805 52.5463112, 13.3947271 52.5467753, 13.394306 52.5473283, 13.3942491 52.5474031)",1.5690124731785726,0.0018415554430500736,,15.2,,,,
349284113,26753842,0,31586812,False,,Lortzingstraße,residential,30,True,55.464,"LINESTRING (13.3999297 52.5445165, 13.3998811 52.5445029, 13.3992907 52.5443436, 13.3991803 52.5443138)",1.4255016506393405,0.000273224043715847,,15,,,,
349904567,349904569,0,31395262,True,2,,tertiary,50,False,12.755,"LINESTRING (13.3865381 52.5495719, 13.3864107 52.5494873)",4.730143092027069,0.013882155983375076,,,,,,
349904567,28302018,0,"[1133401273, 42732314]",True,2,Badstraße,secondary,30,False,95.53999999999999,"LINESTRING (13.3865381 52.5495719, 13.3864293 52.5496351, 13.3863904 52.5496577, 13.3859201 52.5499391, 13.3855288 52.5501732)",8.151316076418247,0.0023807603678033208,,,,,,
349904569,24986141,0,317871673,True,3,Badstraße,secondary,50,False,17.921,"LINESTRING (13.3864107 52.5494873, 13.3866041 52.5493771)",5.040989471420841,0.0038827832263286727,,,,,,
349904569,28302080,0,31395263,True,1,Böttgerstraße,tertiary,50,False,49.399,"LINESTRING (13.3864107 52.5494873, 13.3863265 52.5494336, 13.3860756 52.5492665, 13.3859208 52.5491578)",6.469915688037751,0.012563751032337362,,,,,,
350256305,666780271,0,211374190,False,,Askanischer Platz,residential,30,True,9.921,"LINESTRING (13.3834387 52.5036874, 13.3833229 52.5036327)",1.6025869378746842,0.0005175501084980967,,,,,,
350256305,632947478,0,"[4396526, 328064927]",True,"['1', '2']",Stresemannstraße,secondary,50,False,116.22400000000002,"LINESTRING (13.3834387 52.5036874, 13.383379 52.5037332, 13.3832666 52.5038222, 13.3828038 52.5041876, 13.3826882 52.5042776, 13.3825788 52.5043615, 13.3825401 52.5043928, 13.3823792 52.5045098)",4.847141380969391,0.013818684970213428,,,,,,
350256527,29209077,0,4406369,False,,Möckernstraße,residential,50,False,9.908,"LINESTRING (13.3836854 52.5034894, 13.3835696 52.5034349)",1.5061553149005993,0.00017256648401949232,,,,,,
350256527,350256305,0,"[1147755019, 4396526]",True,1,Stresemannstraße,secondary,50,False,27.633,"LINESTRING (13.3836854 52.5034894, 13.3835956 52.5035615, 13.3835634 52.5035873, 13.3834387 52.5036874)",5.027687216985752,0.013958022512048293,,,,,,
350295984,26708010,0,386460942,False,1,,secondary,50,False,11.002,"LINESTRING (13.3888924 52.4993861, 13.3887418 52.4994233)",1.3621789798634985,0.008875711808744663,,,,,,
350295984,26869281,0,415424120,False,1,,secondary,50,True,12.266,"LINESTRING (13.3888924 52.4993861, 13.3887343 52.4993322)",1.5996587280770578,0.00033930856918415106,,,,,,
350295984,3828086120,0,386460952,True,1,Wilhelmstraße,secondary,50,False,64.07,"LINESTRING (13.3888924 52.4993861, 13.3888928 52.4994977, 13.388888 52.4995237, 13.3888602 52.4997455, 13.3887958 52.4999579)",2.7958696306352815,0.005783254703948793,,,,,,
350295984,10285394368,0,"[1312107432, 1147755050, 194186907, 186214946]",False,,Friedrich-Stampfer-Straße,residential,30,False,100.059,"LINESTRING (13.3888924 52.4993861, 13.3890008 52.4993909, 13.3890382 52.4993925, 13.3890764 52.4993941, 13.3891021 52.4993952, 13.3893826 52.499407, 13.3895458 52.4994138, 13.3897703 52.4994249, 13.3898441 52.4994265, 13.3899769 52.4994246, 13.3900642 52.4994164, 13.3901502 52.4994036, 13.3902344 52.4993832, 13.3903149 52.4993636, 13.3903495 52.4993555)",1.989988376519011,0.000273224043715847,,10,,,,
351144759,29216571,0,31454816,False,,Gitschiner Straße,secondary,50,True,14.317,"LINESTRING (13.4105324 52.4985942, 13.4105458 52.4984657)",1.6712028939735653,0.001263521192597936,,,,,,
351144759,29216576,0,"[562077314, 4526406]",True,2,Gitschiner Straße,secondary,50,False,261.17699999999996,"LINESTRING (13.4105324 52.4985942, 13.4104651 52.4985916, 13.410421 52.4985893, 13.4100682 52.4985728, 13.4098188 52.4985612, 13.4094756 52.4985441, 13.4094201 52.4985413, 13.4093137 52.498536, 13.4087983 52.4985145, 13.4085422 52.4985014, 13.4080466 52.4984848, 13.4069998 52.4984811, 13.4069459 52.4984812, 13.4066809 52.4984775)",5.182446343665638,0.02573518101186236,,,,,,
351875395,29210917,0,46096956,False,,Alte Jakobstraße,residential,30,True,144.782,"LINESTRING (13.3977404 52.5015056, 13.3976687 52.5013693, 13.3975223 52.5010955, 13.3974065 52.5008752, 13.3972616 52.5006071, 13.39723 52.5005479, 13.3971199 52.5003368, 13.3970829 52.5002666)",1.5609539585759413,0.005652803103956559,,12,,,,
351875395,29210915,0,"[31480624, 806822590]",False,,Franz-Künstler-Straße,residential,30,True,354.814,"LINESTRING (13.3977404 52.5015056, 13.3978613 52.5014839, 13.3979222 52.501473, 13.3980243 52.5014671, 13.3981354 52.5014725, 13.3982314 52.5014832, 13.3983232 52.5015013, 13.3984289 52.5015293, 13.3985207 52.501555, 13.3986567 52.501593, 13.3989826 52.5016831, 13.3993767 52.5017925, 13.3994749 52.5018206, 13.3996241 52.5018618, 13.4001726 52.5020102, 13.4004075 52.5020727, 13.4006599 52.5021398, 13.401143 52.5022658, 13.4013146 52.5022989, 13.4014222 52.5023142, 13.4015383 52.5023224, 13.401632 52.5023254, 13.4017247 52.5023265, 13.4018484 52.5023239, 13.4019486 52.5023174, 13.4020491 52.5023061, 13.4021557 52.5022914, 13.4022456 52.5022739, 13.4023413 52.5022518, 13.4024326 52.5022296, 13.4024828 52.5022158, 13.4025162 52.5022065, 13.4026439 52.5021709)",1.4094498905218087,6.638321258906476e-05,,8.5,,,,
351875395,29215029,0,1036530810,False,,Alte Jakobstraße,residential,30,False,108.87,"LINESTRING (13.3977404 52.5015056, 13.397755 52.5015337, 13.3979015 52.5018005, 13.3979963 52.5019683, 13.3982262 52.5023901, 13.3982507 52.5024341)",1.544660223425628,0.0063085706775866685,,7,,,,
352779590,365052412,0,23817858,False,,Storkower Straße,unclassified,30,False,115.74199999999999,"LINESTRING (13.4540191 52.5331914, 13.4543004 52.5332937, 13.4549383 52.5335275, 13.4552354 52.5336339, 13.4552845 52.5336515, 13.4554879 52.5337254)",1.2121839935455991,0.000273224043715847,,,,,,
352779590,5953959890,0,"[1058144964, 31523316]",False,,Storkower Straße,unclassified,30,False,199.767,"LINESTRING (13.4540191 52.5331914, 13.4543739 52.532843, 13.4545246 52.532695, 13.4555212 52.5316448)",1.2121839935455991,0.000273224043715847,,,,,,
352779590,258117328,0,1098566017,False,2,Storkower Straße,unclassified,30,True,30.075,"LINESTRING (13.4540191 52.5331914, 13.4538012 52.533118, 13.4536301 52.5330604)",1.4816193436640062,0.0008192241004664,,,,,,
352780789,2020003415,0,4787404,True,2,Weißenseer Weg,secondary,50,False,129.91,"LINESTRING (13.4718353 52.538021, 13.4716529 52.5382846, 13.4712833 52.5388053, 13.4710785 52.5390948)",3.988888425759998,3.643982873280496e-05,,,,,,
352780789,1272283714,0,111734417,False,2,Weißenseer Weg,secondary_link,60,False,15.277000000000001,"LINESTRING (13.4718353 52.538021, 13.4717509 52.5379953, 13.4717045 52.5379811, 13.4716334 52.5379594)",1.2600956244501302,0.00025492945756925434,,,,,,
353457764,318549151,0,128266207,False,,Lausitzer Platz,living_street,,True,9.551,"LINESTRING (13.4302251 52.4995279, 13.4302331 52.4995142, 13.4302701 52.4994465)",1.5770715893979261,0.000273224043715847,,5.5,,,,
353766451,29221605,0,4613299,False,,Weydingerstraße,residential,30,False,41.36,"LINESTRING (13.4122124 52.5263837, 13.4123659 52.5264264, 13.4127661 52.5265414)",1.5349887047613642,0.001097152466334228,,,,,,
353766451,3730313051,0,31619761,False,,Rosa-Luxemburg-Platz,residential,30,False,96.949,"LINESTRING (13.4122124 52.5263837, 13.4121489 52.5264608, 13.4120055 52.5265035, 13.4111748 52.5267332, 13.4110794 52.5267592, 13.4109745 52.5267874)",1.493390965771996,0.00017517999632614843,,,,,,
353766451,10648227581,0,1098856743,False,,Weydingerstraße,residential,30,True,76.485,"LINESTRING (13.4122124 52.5263837, 13.411306 52.5261035, 13.4111922 52.5261006)",1.3814488353785606,0.00060051045628938,,,,,,
357384481,29210909,0,66071371,False,,Alexandrinenstraße,residential,50,False,17.761,"LINESTRING (13.3995167 52.498278, 13.3996205 52.4984247)",1.6452530658709468,0.0011471078872814545,,,,,,
357384481,29210885,0,"[26056007, 26056008, 36880937, 1147768848, 1147768850]",False,,Alexandrinenstraße,residential,30,True,146.79899999999998,"LINESTRING (13.3995167 52.498278, 13.3994416 52.4981859, 13.3994238 52.4981628, 13.3994152 52.4981517, 13.3993772 52.4981022, 13.3992864 52.4979841, 13.3991738 52.4978297, 13.3989657 52.4975445, 13.3989315 52.4974923, 13.3989029 52.49745, 13.3987436 52.497184, 13.3987245 52.4971092, 13.3987141 52.4970568)",1.7215711078899472,0.0013310991536700434,,,yes,,,
357384481,791390913,0,335487059,True,2,Gitschiner Straße,secondary,50,False,239.482,"LINESTRING (13.3995167 52.498278, 13.3996934 52.4982763, 13.402172 52.4982953, 13.4030541 52.4983039)",4.993263230493284,0.01953719924073734,,,,,,
357477858,3242035266,0,1121097151,False,,Am Ostbahnhof,residential,30,True,7.792,"LINESTRING (13.4354443 52.5090487, 13.4355379 52.5090079)",1.2692530523952397,0.00018526068665182193,,,,,,
357477858,29275853,0,"[1121097146, 31912622]",True,"['1', '3']",Straße der Pariser Kommune,tertiary,50,False,66.84799999999998,"LINESTRING (13.4354443 52.5090487, 13.4352639 52.508928, 13.4351188 52.508831, 13.4349697 52.5087357, 13.4349294 52.5087089, 13.4347905 52.5085987)",6.015059623428543,0.0036670564533592596,,"['6', '9.5']",,,,
357477858,2814705317,0,"[316699201, 67088324, 1144961550, 1144961551, 1144961552, 316097074, 316097075, 461526168, 272972063]",False,,Am Ostbahnhof,residential,30,False,285.724,"LINESTRING (13.4354443 52.5090487, 13.4353533 52.5090872, 13.4350801 52.509203, 13.4346918 52.5093675, 13.4346729 52.5093751, 13.4346492 52.5093853, 13.4345821 52.5094132, 13.4343103 52.5095338, 13.434252 52.5095581, 13.4341817 52.5095874, 13.4340647 52.5096366, 13.4338476 52.5097315, 13.4332628 52.5099869, 13.4330026 52.5100924, 13.4322774 52.5103899, 13.4321959 52.5104243, 13.431981 52.5105179)",1.7873344021771616,0.0002170708650128361,,,,,,
358175877,26705303,0,"[305801706, 1107425338]",False,2,"['Bertha-Benz-Straße', 'Clara-Jaschke-Straße']",residential,50,"[False, True]",143.406,"LINESTRING (13.3661782 52.5239289, 13.3661804 52.5238363, 13.3661938 52.5232683, 13.3662188 52.5232684, 13.366306 52.5232686, 13.3663515 52.5232687, 13.367079 52.5232704, 13.3672276 52.5232707)",1.588533724499838,0.003326329120351495,,9.6,,,,
358175877,416010795,0,305801706,False,2,Clara-Jaschke-Straße,residential,50,True,76.206,"LINESTRING (13.3661782 52.5239289, 13.3661694 52.5240456, 13.3661574 52.5242027, 13.3661318 52.5245391, 13.3661261 52.5246135)",1.5692706133784262,0.003756438574246898,,9.6,,,,
358175877,358176287,0,1303873400,False,,Agnes-Zahn-Harnack-Straße,living_street,,False,77.804,"LINESTRING (13.3661782 52.5239289, 13.366519 52.524023, 13.3669522 52.5241668, 13.3670999 52.5242112, 13.367123 52.5242179, 13.3672059 52.5242421)",1.4720856307708587,0.00033886053850301005,,5.4,,,,
358176287,26807746,0,189200481,False,,Katharina-Paulus-Straße,living_street,,False,23.008,"LINESTRING (13.3672059 52.5242421, 13.3672105 52.5240352)",1.0988336637811436,0.00033744177467939676,,9.5,,,,
358176287,26807750,0,"[31970737, 4401662]",False,,"['Ella-Trebe-Straße', 'Agnes-Zahn-Harnack-Straße']",residential,50,False,118.439,"LINESTRING (13.3672059 52.5242421, 13.3673125 52.5242694, 13.3674269 52.5242987, 13.3677015 52.5243654, 13.3679283 52.5244158, 13.3681037 52.524451, 13.3681257 52.5244544, 13.3681543 52.5244569, 13.3682011 52.5244576, 13.3682049 52.5242535, 13.368206 52.5241973, 13.3682059 52.5241419, 13.3682058 52.5240997, 13.3682064 52.5240374)",1.1751102297033487,0.0,,5.4,,,,
358176287,358175877,0,1303873400,False,,Agnes-Zahn-Harnack-Straße,living_street,,True,77.804,"LINESTRING (13.3672059 52.5242421, 13.367123 52.5242179, 13.3670999 52.5242112, 13.3669522 52.5241668, 13.366519 52.524023, 13.3661782 52.5239289)",1.4720856307708596,0.00041412969293470555,,5.4,,,,
358480366,9236594950,0,66528047,True,,Sinsheimer Weg,residential,30,False,146.96699999999998,"LINESTRING (13.4513447 52.4838106, 13.4514155 52.483864, 13.451751 52.4841168, 13.4521344 52.4844018, 13.4524146 52.4846102, 13.4526194 52.4847648, 13.4527139 52.4848361)",7.733639253223513,0.0003626808363836756,,,,,,
358480366,31260887,0,"[137621872, 848060086]",False,,Harzer Straße,tertiary,30,False,228.901,"LINESTRING (13.4513447 52.4838106, 13.4514396 52.4837622, 13.4517358 52.483611, 13.4520482 52.4834515, 13.4524445 52.4832492, 13.4528661 52.483034, 13.4531195 52.4829047, 13.4533559 52.482784, 13.453526 52.4826972, 13.4536103 52.4826542, 13.4538155 52.4825494, 13.4538378 52.482538, 13.453961 52.4825187)",1.852582479457197,0.0015849085345364452,,,,,,
