u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,Cost of returning,Edge Betweenness,geometry,ref,bridge,width,tunnel,junction,access
206112006,206112012,0,147999177,True,,Ruy Díaz de Guzmán,residential,40,False,92.942,7.42215502607012,0.00017332289935355683,"LINESTRING (-58.3707767 -34.6366388, -58.3706335 -34.6374663)",,,,,,
206112006,206112005,0,532783278,True,,Pinzón,residential,40,False,87.04,9.988369688340507,0.000504036964234237,"LINESTRING (-58.3707767 -34.6366388, -58.3717182 -34.6367513)",,,,,,
206112007,206112013,0,22697349,False,2,Avenida Regimiento de Patricios,secondary,60,True,98.57900000000001,1.4491415029043175,0.0001950984453827191,"LINESTRING (-58.3698021 -34.6365052, -58.3697825 -34.6366305, -58.3697354 -34.6369423, -58.3697182 -34.6370544, -58.3697036 -34.6371486, -58.3696675 -34.6373848)",,,,,,
206112007,206111974,0,71166927,False,2,Avenida Regimiento de Patricios,secondary,60,False,106.02,1.7190211890578404,0.0008345877941371871,"LINESTRING (-58.3698021 -34.6365052, -58.3698985 -34.6359675, -58.3699629 -34.635561)",,,,,,
206112007,206112006,0,"[896715518, 71166935]",True,,Pinzón,residential,40,False,90.394,7.536210468740868,0.0006773598635877937,"LINESTRING (-58.3698021 -34.6365052, -58.3701863 -34.6365579, -58.3707767 -34.6366388)",,,,,,
206112011,206112022,0,147999118,True,,Azara,residential,40,False,79.997,7.760181667031185,0.004230332388855752,"LINESTRING (-58.3715625 -34.6375487, -58.3714039 -34.6382562)",,,,,,
206112011,206109264,0,618077476,True,,Brandsen,residential,40,False,182.781,10.604288530107935,0.0006908757197438255,"LINESTRING (-58.3715625 -34.6375487, -58.3735486 -34.637727)",,,,,,
206112012,206112023,0,1047442487,True,,Ruy Díaz de Guzmán,residential,40,False,75.207,4.37795941927698,2.641141939669005e-05,"LINESTRING (-58.3706335 -34.6374663, -58.3705176 -34.6381359)",,,,,,
206112012,206112011,0,947445989,True,,Brandsen,residential,40,False,85.484,7.872891756018121,0.00046652556635191694,"LINESTRING (-58.3706335 -34.6374663, -58.3713771 -34.6375323, -58.3715625 -34.6375487)",,,,,,
206112013,206112012,0,38536515,True,,Brandsen,residential,60,False,88.84,4.5289291563880765,0.00031961408639505015,"LINESTRING (-58.3696675 -34.6373848, -58.3706335 -34.6374663)",,,,,,
206112013,206112024,0,38536516,False,2,Avenida Regimiento de Patricios,secondary,60,False,69.743,1.3073338570945636,2.7619358231890953e-05,"LINESTRING (-58.3696675 -34.6373848, -58.3695631 -34.6380061)",,,,,,
206112013,206112007,0,22697349,False,2,Avenida Regimiento de Patricios,secondary,60,False,98.57900000000001,1.4491415029043173,0.0007611320541587537,"LINESTRING (-58.3696675 -34.6373848, -58.3697036 -34.6371486, -58.3697182 -34.6370544, -58.3697354 -34.6369423, -58.3697825 -34.6366305, -58.3698021 -34.6365052)",,,,,,
206112020,206112021,0,147999113,True,2,Avenida Suárez,tertiary,60,False,93.64,8.601524031080778,0.00044520707826039825,"LINESTRING (-58.3734015 -34.63853, -58.3723921 -34.6383905)",,,,,,
206112020,206109264,0,453040019,True,,Isabel la Católica,residential,40,False,90.298,8.665184050855201,0.005164199696448235,"LINESTRING (-58.3734015 -34.63853, -58.3735486 -34.637727)",,,,,,
206112021,206112022,0,147999113,True,2,Avenida Suárez,tertiary,60,False,91.632,5.021360983331753,0.0007767373180297277,"LINESTRING (-58.3723921 -34.6383905, -58.3716283 -34.6382867, -58.3714039 -34.6382562)",,,,,,
206112022,206112023,0,147999113,True,2,Avenida Suárez,tertiary,60,False,82.181,7.898872149028685,0.00086681037874106,"LINESTRING (-58.3714039 -34.6382562, -58.3705176 -34.6381359)",,,,,,
206112022,206112035,0,147999118,True,,Azara,residential,40,False,115.501,4.981925338777357,0.00414025932814442,"LINESTRING (-58.3714039 -34.6382562, -58.3711957 -34.6392807)",,,,,,
206112023,206111961,0,743545235,True,,Ruy Díaz de Guzmán,residential,40,False,123.245,12.86440635725064,7.574102966665132e-06,"LINESTRING (-58.3705176 -34.6381359, -58.3703277 -34.6392332)",,,,,,
206112023,206112024,0,743545236,True,2,Avenida Suárez,tertiary,60,False,88.509,4.539892756028257,0.0008856476951710849,"LINESTRING (-58.3705176 -34.6381359, -58.3698868 -34.6380501, -58.3695631 -34.6380061)",,,,,,
206112024,206112013,0,38536516,False,2,Avenida Regimiento de Patricios,secondary,60,True,69.743,1.3073338570945614,0.0009132670534029759,"LINESTRING (-58.3695631 -34.6380061, -58.3696675 -34.6373848)",,,,,,
206112032,5842361108,0,618077482,True,,Olavarría,residential,40,False,8.638,2.9731927253828356,1.3581150147123685e-05,"LINESTRING (-58.3743523 -34.6397051, -58.3744452 -34.639719)",,,,,,
206112032,7111375309,0,147999067,True,2,Avenida Manuel A. Montes de Oca,secondary,60,False,114.102,9.966439827880706,0.0017738745029903015,"LINESTRING (-58.3743523 -34.6397051, -58.3745032 -34.6388369, -58.3745289 -34.6386893)",,,,,,
206112033,206112032,0,19782705,True,,Olavarría,residential,40,False,109.434,12.097220927822347,1.1393801445543667e-05,"LINESTRING (-58.3731753 -34.6395295, -58.3743523 -34.6397051)",,,,,,
206112033,206112020,0,453040016,True,,Isabel la Católica,residential,40,False,113.225,8.557013176367404,0.004742269926012114,"LINESTRING (-58.3731753 -34.6395295, -58.373356 -34.6386346, -58.3734015 -34.63853)",,,,,,
206112034,206112033,0,19782705,True,,Olavarría,residential,40,False,88.974,8.536125694384992,0.0008008960947337457,"LINESTRING (-58.3722139 -34.6394087, -58.3731753 -34.6395295)",,,,,,
206112034,206112021,0,37952532,True,,Gaspar Melchor Jovellanos,residential,40,False,114.387,5.123684584826588,0.00033153023976932936,"LINESTRING (-58.3722139 -34.6394087, -58.3723921 -34.6383905)",,,,,,
206112035,206112034,0,19782705,True,,Olavarría,residential,40,False,94.231,4.973095248107821,0.000835926320954572,"LINESTRING (-58.3711957 -34.6392807, -58.3722139 -34.6394087)",,,,,,
206112035,206148645,0,147999118,True,,Azara,residential,40,False,110.823,8.467627223376848,0.002767844929382916,"LINESTRING (-58.3711957 -34.6392807, -58.371001 -34.6402644)",,,,,,
206112035,206111961,0,451390211,True,,Olavarría,residential,40,False,79.585,12.904382142782636,0.0005364880778069315,"LINESTRING (-58.3711957 -34.6392807, -58.3703277 -34.6392332)",,,,,,
206112043,206111959,0,19782591,True,,Gaspar Melchor Jovellanos,residential,40,False,68.431,6.323727678040884,0.0006373346470484341,"LINESTRING (-58.3734559 -34.6331113, -58.3735777 -34.6325041)",,,,,,
206112044,206112043,0,453040017,True,,Gualeguay,residential,40,False,89.736,6.266320304440272,0.00034729873861803306,"LINESTRING (-58.3724874 -34.6329839, -58.3734559 -34.6331113)",,,,,,
206112044,206111980,0,947445988,True,,Azara,residential,40,False,101.936,5.2903331521785955,0.0074482487988354155,"LINESTRING (-58.3724874 -34.6329839, -58.3722974 -34.6338872)",,,,,,
206112045,206112044,0,71166918,True,,Gualeguay,residential,40,False,111.347,5.184379180047486,4.133109636119852e-05,"LINESTRING (-58.3712908 -34.6328013, -58.3724874 -34.6329839)",,,,,,
206112045,206111963,0,147999178,True,,Ruy Díaz de Guzmán,residential,40,False,109.587,10.292561524460966,0.0005233639855974514,"LINESTRING (-58.3712908 -34.6328013, -58.3714165 -34.6318212)",,,,,,
206112046,206111964,0,71166909,False,2,Avenida Regimiento de Patricios,secondary,60,False,104.477,1.6866816045616502,0.0012839083938363776,"LINESTRING (-58.3703795 -34.6326729, -58.370459 -34.6317356)",,,,,,
206112046,206112045,0,71166915,True,,Gualeguay,residential,40,False,84.591,8.766122414392795,7.81895543325991e-05,"LINESTRING (-58.3703795 -34.6326729, -58.3712908 -34.6328013)",,,,,,
206112046,194504399,0,71166920,False,2,Avenida Regimiento de Patricios,secondary,60,True,105.46699999999998,1.7413729840750982,0.0006320131867744409,"LINESTRING (-58.3703795 -34.6326729, -58.3703456 -34.6329354, -58.3702915 -34.6333207, -58.3702502 -34.6336154)",,,,,,
206112047,206112046,0,19782707,True,,Gualeguay,residential,40,False,140.45,4.758684649135192,4.449785492915765e-05,"LINESTRING (-58.3688541 -34.6325312, -58.3703795 -34.6326729)",,,,,,
206112047,206111965,0,38536513,True,,Hernandarias,residential,40,False,104.968,7.933812288456586,0.0008022019745555846,"LINESTRING (-58.3688541 -34.6325312, -58.369109 -34.6316108)",,,,,,
206112409,206111964,0,71166929,False,2,Avenida Regimiento de Patricios,secondary,60,True,104.548,1.7267317780185412,0.0011173760695563828,"LINESTRING (-58.3705474 -34.6307982, -58.370459 -34.6317356)",,,,,,
206112409,206112412,0,"[71166939, 1252957316]",False,2,Avenida Regimiento de Patricios,secondary,60,False,119.96,1.3136152844661426,0.0007663229264505631,"LINESTRING (-58.3705474 -34.6307982, -58.3705671 -34.6305231, -58.3705712 -34.6304576, -58.3705812 -34.630327, -58.3706001 -34.6301239, -58.3706072 -34.6300255, -58.3706252 -34.6298024, -58.3706354 -34.6297219)",,,,,,
206112412,194504397,0,71166928,False,2,Avenida Regimiento de Patricios,secondary,60,False,29.195,1.653539036073588,0.0009446408161226534,"LINESTRING (-58.3706354 -34.6297219, -58.3706579 -34.62946)",,,,,,
206112412,206112409,0,"[71166939, 1252957316]",False,2,Avenida Regimiento de Patricios,secondary,60,True,119.96,1.3136152844661413,3.656463501148684e-06,"LINESTRING (-58.3706354 -34.6297219, -58.3706252 -34.6298024, -58.3706072 -34.6300255, -58.3706001 -34.6301239, -58.3705812 -34.630327, -58.3705712 -34.6304576, -58.3705671 -34.6305231, -58.3705474 -34.6307982)",,,,,,
206114705,1553097125,0,48113516,False,4,Avenida Caseros,secondary,60,False,15.964,1.8230986371773223,0.000291113259283418,"LINESTRING (-58.3779492 -34.6286125, -58.3778122 -34.6285236)",,,,,,
206114705,194506335,0,25965589,True,4,Avenida Bernardo de Irigoyen,secondary,60,False,136.356,7.154442665114215,0.015034659682821378,"LINESTRING (-58.3779492 -34.6286125, -58.3780298 -34.6284722, -58.3781262 -34.628293, -58.3781906 -34.6281733, -58.3782675 -34.6280303, -58.3785081 -34.6274768)",,,,,,
206114705,1553097138,0,141895223,False,4,Avenida Caseros,secondary,60,True,88.866,1.6109290933179752,0.0014617365785752786,"LINESTRING (-58.3779492 -34.6286125, -58.3780904 -34.6287079, -58.3784385 -34.6289507, -58.3784568 -34.6289635, -58.3787036 -34.6291154)",,,,,,
206114731,2929827422,0,48024274,True,2,Avenida Caseros,secondary,60,False,146.487,4.814818151533271,0.0009961577750941947,"LINESTRING (-58.3709584 -34.626588, -58.3710905 -34.626596, -58.3723633 -34.6266731, -58.3724413 -34.6266778, -58.3725549 -34.6266861)",,,,,,
206114731,195890708,0,48113515,True,,Defensa,residential,40,False,136.35299999999998,11.706626518067065,0.0017761597926785194,"LINESTRING (-58.3709584 -34.626588, -58.3710123 -34.6258767, -58.3710279 -34.6257156, -58.3710421 -34.6255695, -58.3710562 -34.6254289, -58.3710626 -34.6253648)",,,,,,
206114737,5842361107,0,618077491,True,,Doctor Enrique Finochietto,residential,40,False,9.463,8.613487967109076,3.8523454744245064e-05,"LINESTRING (-58.3766664 -34.6308098, -58.3767642 -34.6308375)",,,,,,
206114737,206109285,0,618077475,True,2,Avenida Manuel A. Montes de Oca,secondary,60,False,131.653,10.108393663885288,0.010712230119530444,"LINESTRING (-58.3766664 -34.6308098, -58.3771193 -34.6298136, -58.3772309 -34.6297358)",,,,,,
206114752,206114771,0,19782867,True,,Ituzaingó,residential,40,False,108.484,7.738159623502216,0.001988202028749597,"LINESTRING (-58.3721014 -34.6290293, -58.37316 -34.6294687)",,,,,,
206114752,206114830,0,453031578,False,,Bolívar,residential,40,False,27.367,1.5507319634577184,0.0030787749149627382,"LINESTRING (-58.3721014 -34.6290293, -58.372032 -34.6292687)",,,,,,
206114755,206114790,0,453031579,True,,Ituzaingó,residential,40,False,100.926,5.209817855186202,9.190129246190666e-05,"LINESTRING (-58.373679 -34.6296814, -58.37435 -34.6304018)",,,,,,
206114755,206114817,0,147999170,True,,Piedras,residential,40,False,145.733,11.104501909827487,0.005749984737529582,"LINESTRING (-58.373679 -34.6296814, -58.3737597 -34.6295997, -58.3738295 -34.6295218, -58.3745714 -34.6285965)",,,,,,
206114757,180474253,0,412493251,True,,Bolívar,residential,40,False,112.482,5.1247840175171575,0.0029925868467213764,"LINESTRING (-58.3719647 -34.6295223, -58.37169 -34.6305083)",,,,,,
206114767,2929827422,0,19782697,True,,Bolívar,residential,40,False,134.802,5.268366083376057,0.0010961881694470479,"LINESTRING (-58.3726256 -34.6254752, -58.3726078 -34.625771, -58.3725696 -34.6264347, -58.3725549 -34.6266861)",,,,,,
206114767,195890708,0,303265239,True,,Brasil,residential,40,False,143.541,5.140092158254218,0.0008739274237700815,"LINESTRING (-58.3726256 -34.6254752, -58.3711847 -34.6253734, -58.3710626 -34.6253648)",,,,,,
206114771,206114755,0,19782867,True,,Ituzaingó,residential,40,False,53.05,11.25173853580942,0.0019714214730389683,"LINESTRING (-58.37316 -34.6294687, -58.373679 -34.6296814)",,,,,,
206114771,206114820,0,20280295,True,,Perú,residential,40,False,140.204,7.668373224077458,1.6780555710628784e-05,"LINESTRING (-58.37316 -34.6294687, -58.3734911 -34.6282376)",,,,,,
206114777,181122620,0,141895259,True,,Perú,residential,40,False,121.84,5.315156593127474,0.0013462641553291812,"LINESTRING (-58.3739608 -34.625547, -58.3740398 -34.6244532)",,,,,,
206114777,206114767,0,1025044427,True,,Brasil,residential,40,False,122.432,5.267468616858078,0.0011794706550848184,"LINESTRING (-58.3739608 -34.625547, -58.3726256 -34.6254752)",,,,,,
206114780,206114798,0,48024270,True,,Brasil,residential,40,False,116.279,5.393636021159175,0.003478994433360789,"LINESTRING (-58.3772743 -34.6268274, -58.3769762 -34.6266691, -58.3762065 -34.6262604)",,,,,,
206114780,206114783,0,48024272,True,,Tacuarí,residential,30,False,126.494,7.054464817929609,0.011811389165572176,"LINESTRING (-58.3772743 -34.6268274, -58.3766522 -34.6277823, -58.3766211 -34.62783)",,,,,,
206114783,1553097110,0,48024209,True,,Tacuarí,residential,30,False,9.646,5.253812272168085,0.01246677760115753,"LINESTRING (-58.3766211 -34.62783, -58.3765623 -34.627902)",,,,,,
206114783,1553097125,0,141895226,True,2,Avenida Caseros,secondary,60,False,135.21099999999998,6.690691747071093,0.0015660763763402,"LINESTRING (-58.3766211 -34.62783, -58.376721 -34.6278838, -58.3777116 -34.6284168, -58.3777884 -34.6284582, -58.3778122 -34.6285236)",,,,,,
206114786,206114737,0,19782866,True,,Doctor Enrique Finochietto,residential,40,False,197.007,11.598210075153053,0.00034034492856674137,"LINESTRING (-58.374812 -34.6299119, -58.3765004 -34.630751, -58.3766664 -34.6308098)",,,,,,
206114786,206114790,0,141895266,True,,Tacuarí,residential,30,False,69.04700000000001,16.850244587298143,0.010546775146103466,"LINESTRING (-58.374812 -34.6299119, -58.3744969 -34.6302657, -58.3744702 -34.6302939, -58.3744364 -34.6303295, -58.37435 -34.6304018)",,,,,,
206114790,206114792,0,141895266,True,,Tacuarí,residential,30,False,102.332,5.298755196118179,0.009308441958049262,"LINESTRING (-58.37435 -34.6304018, -58.3734648 -34.6309643)",,,,,,
206114790,445759632,0,453031579,True,,Ituzaingó,residential,40,False,118.903,16.942149799402817,0.0013302344805161098,"LINESTRING (-58.37435 -34.6304018, -58.3751517 -34.6312434)",,,,,,
206114792,206114804,0,19782868,True,,Uspallata,residential,30,False,100.405,5.27469048606386,0.0009314187829265354,"LINESTRING (-58.3734648 -34.6309643, -58.3727874 -34.6302539)",,,,,,
206114792,206114795,0,405707837,True,,Tacuarí,residential,40,False,97.319,6.5050287951939945,0.008843777270443467,"LINESTRING (-58.3734648 -34.6309643, -58.3726283 -34.6315049)",,,,,,
206114795,206111960,0,147999098,False,4,Avenida Martín García,secondary,60,False,15.474,1.5636037538697456,0.008925264171326209,"LINESTRING (-58.3726283 -34.6315049, -58.3727319 -34.6316149)",,,,,,
206114795,206114807,0,147999106,False,4,Avenida Martín García,secondary,60,True,101.502,1.6324067522706294,0.0024046144569384495,"LINESTRING (-58.3726283 -34.6315049, -58.3724248 -34.6312858, -58.3719547 -34.6307796)",,,,,,
206114798,194506336,0,75870386,True,,Brasil,residential,40,False,126.667,5.302954083933045,0.001484458887475274,"LINESTRING (-58.3762065 -34.6262604, -58.3751377 -34.6256665, -58.3750572 -34.6256255)",,,,,,
206114798,205501531,0,532828021,True,,Piedras,residential,20,False,138.367,5.357090492903531,0.01032249028670265,"LINESTRING (-58.3762065 -34.6262604, -58.3767253 -34.6252397, -58.3767677 -34.6251062)",,,,,,
206114801,206114798,0,166749979,True,,Piedras,residential,40,False,123.851,5.295078901712543,0.008327954740817134,"LINESTRING (-58.3756217 -34.6272649, -58.3762065 -34.6262604)",,,,,,
206114801,206114783,0,141895219,True,2,Avenida Caseros,secondary,60,False,110.954,4.96303154415261,0.0022214648119255557,"LINESTRING (-58.3756217 -34.6272649, -58.376495 -34.6277561, -58.3765305 -34.6277769, -58.3766211 -34.62783)",,,,,,
206114804,206114755,0,147999170,True,,Piedras,residential,40,False,103.477,5.154501918715153,0.0038704645569525202,"LINESTRING (-58.3727874 -34.6302539, -58.373679 -34.6296814)",,,,,,
206114804,206114757,0,"[337364915, 1200015908]",True,,Uspallata,residential,30,False,113.285,5.057460035618027,5.7360771174269984e-05,"LINESTRING (-58.3727874 -34.6302539, -58.3721034 -34.6295498, -58.3719647 -34.6295223)",,,,,,
206114807,180474253,0,47259045,False,5,Avenida Martín García,secondary,60,True,38.686,1.7695573748028024,0.002084380077628026,"LINESTRING (-58.3719547 -34.6307796, -58.37169 -34.6305083)",,,,,,
206114807,206114804,0,144844743,True,,Piedras,residential,40,False,96.029,5.050658910552853,0.002996406545200255,"LINESTRING (-58.3719547 -34.6307796, -58.3727874 -34.6302539)",,,,,,
206114807,206114795,0,147999106,False,4,Avenida Martín García,secondary,60,False,101.502,1.6324067522706307,0.0014155410798777303,"LINESTRING (-58.3719547 -34.6307796, -58.3724248 -34.6312858, -58.3726283 -34.6315049)",,,,,,
206114810,1553097069,0,75815424,True,,Chacabuco,residential,40,False,7.948,5.18139806029814,0.004015286629194445,"LINESTRING (-58.3745854 -34.6267763, -58.3745594 -34.6268445)",,,,,,
206114810,206114801,0,311853459,True,2,Avenida Caseros,secondary,60,False,109.73299999999999,5.30185389411777,0.004186618061819697,"LINESTRING (-58.3745854 -34.6267763, -58.3746446 -34.6267844, -58.3747056 -34.6268039, -58.3749748 -34.6269394, -58.375385 -34.6271458, -58.3756217 -34.6272649)",,,,,,
206114813,206114817,0,47032799,True,,Doctor Enrique Finochietto,residential,40,False,105.326,8.575055827421973,0.0008710218411664901,"LINESTRING (-58.3756299 -34.6289688, -58.3745714 -34.6285965)",,,,,,
206114813,206114786,0,141895266,True,,Tacuarí,residential,30,False,128.832,11.8377257170918,0.010887120074670208,"LINESTRING (-58.3756299 -34.6289688, -58.374812 -34.6299119)",,,,,,
206114817,206114820,0,47032799,True,,Doctor Enrique Finochietto,residential,40,False,106.597,11.122599194228313,0.000753198834241083,"LINESTRING (-58.3745714 -34.6285965, -58.3734911 -34.6282376)",,,,,,
206114817,2929827425,0,147999170,True,,Piedras,residential,40,False,167.29,8.37769087698746,0.005867807744454989,"LINESTRING (-58.3745714 -34.6285965, -58.3755671 -34.6273347)",,,,,,
206114820,206111962,0,311853460,True,,Doctor Enrique Finochietto,residential,40,False,109.422,7.669272680012546,0.00040684685849388307,"LINESTRING (-58.3734911 -34.6282376, -58.3724156 -34.6278073)",,,,,,
206114820,1553097067,0,311853462,True,,Perú,residential,40,False,161.376,11.022224255607432,0.0003631325314578287,"LINESTRING (-58.3734911 -34.6282376, -58.3738495 -34.6268987, -58.3738648 -34.6268194)",,,,,,
206114823,4567255369,0,19782871,True,,Doctor Enrique Finochietto,residential,40,False,8.913,12.428318525545098,1.4495266022410856e-05,"LINESTRING (-58.372321 -34.628184, -58.3722237 -34.6281801)",,,,,,
206114823,206114752,0,258701369,True,,Bolívar,residential,40,False,96.11999999999999,7.699417765515949,0.0039821825757108305,"LINESTRING (-58.372321 -34.628184, -58.3721415 -34.6288754, -58.3721283 -34.6289243, -58.3721202 -34.6289525, -58.3721182 -34.6289628, -58.3721014 -34.6290293)",,,,,,
206114827,4465201047,0,147999135,True,3,Defensa,secondary,,False,161.921,10.861146847097055,0.002244285061812189,"LINESTRING (-58.3707674 -34.6281221, -58.3708507 -34.6275257, -58.3709468 -34.6266735)",,,,,,
206114830,206114752,0,453031578,False,,Bolívar,residential,40,True,27.367,1.5507319634577177,0.0010847943680015043,"LINESTRING (-58.372032 -34.6292687, -58.3721014 -34.6290293)",,,,,,
206114830,206114757,0,412493252,True,,Bolívar,residential,30,False,28.866,6.896864300767947,0.0029352260755471063,"LINESTRING (-58.372032 -34.6292687, -58.3720013 -34.6293914, -58.3719647 -34.6295223)",,,,,,
206114834,1611090592,0,18828962,True,3,Defensa,secondary,,False,35.767,22.225499020996473,0.0018157932452713273,"LINESTRING (-58.3706925 -34.6291617, -58.3707006 -34.6290731, -58.3706979 -34.6288403)",,,,,,
206114834,206114830,0,"[147999185, 1252957314, 1200015909]",True,,Uspallata,residential,30,False,123.396,6.560088941119879,0.0009412455285858725,"LINESTRING (-58.3706925 -34.6291617, -58.3708214 -34.6291921, -58.3718729 -34.6292505, -58.3718986 -34.6292525, -58.372032 -34.6292687)",,,,,,
206119193,206119407,0,93287031,False,4,Avenida Amancio Alcorta,secondary,60,False,122.176,1.6247648335869598,0.000816109594658168,"LINESTRING (-58.3938171 -34.6415594, -58.3939373 -34.64159, -58.3940707 -34.6416269, -58.3949349 -34.6418855, -58.3950056 -34.6419095, -58.3950728 -34.6419327)",,,,,,
206119193,236158041,0,93287050,False,4,Avenida Amancio Alcorta,secondary,60,True,229.217,1.7021090929498188,0.0024111438560476435,"LINESTRING (-58.3938171 -34.6415594, -58.3937073 -34.6415354, -58.3928422 -34.6412508, -58.392792 -34.641235, -58.3917054 -34.640893, -58.3916499 -34.6408744, -58.3914815 -34.6408151)",,,,,,
206119193,283255275,0,762162319,True,,Monasterio,residential,40,False,137.89000000000001,7.9878059070845495,0.008203014688862705,"LINESTRING (-58.3938171 -34.6415594, -58.3938644 -34.6414296, -58.3941904 -34.6404309, -58.3942115 -34.6403626)",,,,,,
206119223,206150207,0,450618725,True,,Los Patos,residential,40,False,146.813,12.743970077247235,0.005671076949294971,"LINESTRING (-58.4091343 -34.6416737, -58.4075526 -34.6414504)",,,,,,
206119223,206119294,0,19783062,True,,Pepirí,residential,30,False,120.383,8.289819606868123,0.0026302051961611048,"LINESTRING (-58.4091343 -34.6416737, -58.409304 -34.64266, -58.4093207 -34.6427454)",,,,,,
206119225,206119233,0,299612674,True,,Monteagudo,residential,40,False,107.367,14.228310013657264,0.0011993200283767684,"LINESTRING (-58.4048647 -34.6410834, -58.4050482 -34.6401297)",,,,,,
206119225,206119456,0,299612669,True,,Los Patos,residential,40,False,40.433,6.785388127667453,0.004897245213868835,"LINESTRING (-58.4048647 -34.6410834, -58.4047737 -34.6410671, -58.4044561 -34.6409484)",,,,,,
206119226,227143139,0,299612670,True,,Los Patos,residential,40,False,132.291,4.670896339278835,0.0016427315218821383,"LINESTRING (-58.3975522 -34.6393567, -58.3961552 -34.6390495)",,,,,,
206119226,283333894,0,182067416,True,4,Avenida Colonia,secondary,60,False,185.444,8.550946655938228,0.0036179400464044394,"LINESTRING (-58.3975522 -34.6393567, -58.3969912 -34.6407382, -58.3969099 -34.6409385)",,,,,,
206119230,89139892,0,10426306,True,,José C. Paz,residential,40,False,124.401,5.203373517966204,0.0020703745165388046,"LINESTRING (-58.4097042 -34.6450588, -58.4083746 -34.644824)",,,,,,
206119230,81557193,0,93287059,True,,Pepirí,residential,30,False,127.02799999999999,4.545588929476072,0.0005180425253234583,"LINESTRING (-58.4097042 -34.6450588, -58.4097144 -34.6451363, -58.4097144 -34.6452036, -58.409701 -34.6452775, -58.40966 -34.6454526, -58.4094891 -34.6461833)",,,,,,
206119232,206119223,0,19783062,True,,Pepirí,residential,30,False,137.795,12.891071129726775,0.0025303380367859814,"LINESTRING (-58.4089052 -34.6404489, -58.4091343 -34.6416737)",,,,,,
206119232,283254369,0,19783067,True,,Uspallata,residential,40,False,103.559,4.5908134396592715,0.00017789347872999267,"LINESTRING (-58.4089052 -34.6404489, -58.4077904 -34.6402872)",,,,,,
206119233,206119436,0,299612674,True,,Monteagudo,residential,40,False,58.693,5.855341877057472,0.0013693455811801822,"LINESTRING (-58.4050482 -34.6401297, -58.405079 -34.6399304, -58.4051107 -34.639725, -58.4051335 -34.6396066)",,,,,,
206119247,283254546,0,25965105,False,,Iguazú,residential,40,True,31.287,1.5215551236718192,0.0014804106600275735,"LINESTRING (-58.4064674 -34.6403321, -58.4065188 -34.6401231, -58.4065368 -34.6400566)",,,,,,
206119247,206119233,0,452873360,True,,Uspallata,residential,40,False,131.77100000000002,6.104069873104294,0.00017002555280341383,"LINESTRING (-58.4064674 -34.6403321, -58.4059879 -34.6402637, -58.4050482 -34.6401297)",,,,,,
206119256,206119230,0,93287059,True,,Pepirí,residential,30,False,107.78899999999999,5.1031983627691675,0.0010598520634043829,"LINESTRING (-58.4095454 -34.6440983, -58.4095576 -34.6441862, -58.4097042 -34.6450588)",,,,,,
206119256,206119310,0,452873358,False,,José A. Cortejarena,residential,40,False,176.793,1.7477191396406984,0.003174887669850075,"LINESTRING (-58.4095454 -34.6440983, -58.4096494 -34.6440853, -58.4107809 -34.643943, -58.4109277 -34.6439245, -58.411018 -34.6439132, -58.4114558 -34.6438581)",,,,,,
206119257,487698405,0,531719476,True,,Elía,residential,20,False,75.606,6.3989232173006885,0.0004553602938751951,"LINESTRING (-58.4085783 -34.6439501, -58.4087253 -34.643281)",,,,,,
206119257,206119256,0,531719474,True,,José A. Cortejarena,residential,20,False,89.995,5.153531275243048,0.0016052527709953643,"LINESTRING (-58.4085783 -34.6439501, -58.409421 -34.6440769, -58.4095454 -34.6440983)",,,,,,
206119259,487698420,0,299612668,True,,José A. Cortejarena,residential,40,False,68.416,6.506565612170566,0.0014476657234949652,"LINESTRING (-58.4071282 -34.643751, -58.4078681 -34.6438406)",,,,,,
206119259,238064994,0,325125722,True,,Atuel,residential,40,False,94.495,6.618997141198048,0.0013867137828106385,"LINESTRING (-58.4071282 -34.643751, -58.406967 -34.6445904)",,,,,,
206119261,206119285,0,93287039,True,,Iguazú,residential,40,False,145.448,11.627273876768923,0.0008724909559660588,"LINESTRING (-58.4058075 -34.6435817, -58.4060868 -34.642294)",,,,,,
206119261,206119259,0,299612668,True,,José A. Cortejarena,residential,40,False,122.276,6.494789081038112,0.0012224014542277695,"LINESTRING (-58.4058075 -34.6435817, -58.4071282 -34.643751)",,,,,,
206119262,206119261,0,299612668,True,,José A. Cortejarena,residential,40,False,129.062,10.005246915542616,0.0011128707841710388,"LINESTRING (-58.4044165 -34.6433889, -58.4048361 -34.6434513, -58.4050681 -34.6434863, -58.4053021 -34.6435196, -58.40553 -34.6435513, -58.4058075 -34.6435817)",,,,,,
206119262,238069745,0,299612673,True,,Monteagudo,residential,40,False,77.27600000000001,14.59247778686051,0.0007881311194752713,"LINESTRING (-58.4044165 -34.6433889, -58.4045196 -34.6428502, -58.4045479 -34.6427024)",,,,,,
206119264,206119444,0,19783073,True,,Lavardén,residential,40,False,129.227,5.236537384965087,0.0021872181135978324,"LINESTRING (-58.4018527 -34.6376346, -58.4021223 -34.6364938)",,,,,,
206119264,206119431,0,452873359,True,,Patagones,residential,40,False,164.964,5.392153187576873,0.00010146686215687598,"LINESTRING (-58.4018527 -34.6376346, -58.4000992 -34.6372889)",,,,,,
