u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,access,ref,tunnel,bridge,width,junction
103864602,103864606,0,"[721957681, 721957682, 579737263]",True,1,Newark Street,tertiary,"['20 mph', '25 mph']",False,93.89500000000001,"LINESTRING (-74.029973 40.7367322, -74.0300658 40.7367585, -74.0301019 40.7367637, -74.0304849 40.736829, -74.0304968 40.736831, -74.0308853 40.7368969, -74.0309332 40.7369046, -74.0310572 40.7369245)",5.269797646591416,0.00048696470034976337,,,,,,
103864606,103864608,0,60428619,True,1,Newark Street,secondary,20 mph,False,70.095,"LINESTRING (-74.0310572 40.7369245, -74.0311814 40.7369429, -74.0317788 40.7370512, -74.0318689 40.7370616)",5.235833465625927,0.0002492431590394733,,,,,,
103864606,103878611,0,222857301,False,2,Washington Street,secondary,20 mph,False,59.607,"LINESTRING (-74.0310572 40.7369245, -74.031033 40.7370029, -74.0309257 40.7373588, -74.0308991 40.737447)",1.7505578535825288,0.0012090056726332186,,,,,,
103864606,103866250,0,"[912170225, 908894908, 908894909, 11634262]",False,"['2', '3']",Washington Street,secondary,20 mph,True,150.47199999999998,"LINESTRING (-74.0310572 40.7369245, -74.0310816 40.7368423, -74.0311057 40.7367627, -74.031163 40.7365737, -74.0311785 40.7365224, -74.0313638 40.7359108, -74.0314277 40.7356998, -74.0314563 40.7356055)",1.5566925163815633,0.00024130735090967874,,,,,,
103864608,103872675,0,450255901,True,,Bloomfield Street,tertiary,20 mph,False,60.213,"LINESTRING (-74.0318689 40.7370616, -74.0318497 40.7371275, -74.0317415 40.7375138, -74.0317347 40.7375381, -74.0317198 40.7375912)",5.23419511181039,0.00096769832172354,,,,,,
103864608,103864610,0,450255902,True,1,Newark Street,secondary,20 mph,False,81.87799999999999,"LINESTRING (-74.0318689 40.7370616, -74.0319787 40.7370742, -74.0327198 40.7372086, -74.0328158 40.737226)",4.141952117149169,2.7628369044469916e-06,,,,,,
103864610,103866253,0,1057788581,True,,Garden Street,residential,20 mph,False,150.57600000000002,"LINESTRING (-74.0328158 40.737226, -74.0328362 40.7371599, -74.0329901 40.736657, -74.033014 40.7365788, -74.0331769 40.7360344, -74.033184 40.7360107, -74.0332164 40.7359063)",4.38056368867405,0.0007185139464479911,,CR 673,,,,
103864693,103864694,0,671301754,False,2,Summit Avenue,tertiary,25 mph,True,70.09400000000001,"LINESTRING (-74.033719 40.7721805, -74.0336813 40.772225, -74.0335581 40.7723792, -74.0333271 40.7726573, -74.0332795 40.7727158)",1.3103186707695453,0.00024565734944008465,,,,,,
103864694,103864695,0,"[27523121, 26944658, 27835251]",False,2,Summit Avenue,tertiary,25 mph,True,63.141000000000005,"LINESTRING (-74.0332795 40.7727158, -74.033241 40.772761, -74.0329103 40.7731546, -74.0328781 40.7731954)",1.4615649637873858,1.6224318843135527e-05,,,,yes,,
103864694,103862226,0,671301753,True,2,30th Street,secondary,25 mph,False,156.007,"LINESTRING (-74.0332795 40.7727158, -74.0331849 40.7726726, -74.031816 40.7720358, -74.0317744 40.7720164, -74.0317027 40.7719794)",4.701861390124494,0.0009396584663315992,,,,,,
103864694,103864693,0,671301754,False,2,Summit Avenue,tertiary,25 mph,False,70.09400000000001,"LINESTRING (-74.0332795 40.7727158, -74.0333271 40.7726573, -74.0335581 40.7723792, -74.0336813 40.772225, -74.033719 40.7721805)",1.3103186707695442,0.00023866208153308055,,,,,,
103864695,103864694,0,"[27523121, 26944658, 27835251]",False,2,Summit Avenue,tertiary,25 mph,False,63.141,"LINESTRING (-74.0328781 40.7731954, -74.0329103 40.7731546, -74.033241 40.772761, -74.0332795 40.7727158)",1.4615649637873853,0.0009488875172677306,,,,yes,,
103864695,103864697,0,223694309,False,2,Summit Avenue,tertiary,25 mph,False,75.406,"LINESTRING (-74.0328781 40.7731954, -74.0328321 40.7732546, -74.0324339 40.7737299, -74.0323908 40.7737631)",1.4696019239769953,0.0002582958586838315,,,,,,
103864697,103862230,0,11632674,True,1,Sip Street,residential,,False,154.812,"LINESTRING (-74.0323908 40.7737631, -74.0312816 40.7732437, -74.0309566 40.7730887, -74.0309201 40.7730715, -74.0308287 40.773029)",4.639597063440495,0.00023742762249066808,,,,,,
103864697,103864702,0,223694309,False,2,Summit Avenue,tertiary,25 mph,False,129.095,"LINESTRING (-74.0323908 40.7737631, -74.0317099 40.7741647, -74.0315668 40.7742452, -74.0312626 40.7744268, -74.0311813 40.7744764)",1.4467296288690763,3.8562149134409074e-05,,,,,,
103864697,103864695,0,223694309,False,2,Summit Avenue,tertiary,25 mph,True,75.406,"LINESTRING (-74.0323908 40.7737631, -74.0324339 40.7737299, -74.0328321 40.7732546, -74.0328781 40.7731954)",1.4696019239769966,4.843782147370896e-05,,,,,,
103864702,103864697,0,223694309,False,2,Summit Avenue,tertiary,25 mph,True,129.095,"LINESTRING (-74.0311813 40.7744764, -74.0312626 40.7744268, -74.0315668 40.7742452, -74.0317099 40.7741647, -74.0323908 40.7737631)",1.4467296288690752,6.613173441495459e-05,,,,,,
103864702,5496151433,0,"[830532434, 961882773, 961882774, 695998519]",False,2,32nd Street,secondary,,True,83.685,"LINESTRING (-74.0311813 40.7744764, -74.0312461 40.7745394, -74.0313111 40.7746015, -74.0313845 40.7746762, -74.0314177 40.7747086, -74.0314967 40.7747974, -74.0316319 40.7749295, -74.0317725 40.775081)",1.575755517794213,0.0075346089410104925,,,,,,
103864702,103862232,0,"[889308679, 1083794439]",False,2,32nd Street,secondary,,False,124.24199999999999,"LINESTRING (-74.0311813 40.7744764, -74.0311173 40.7744146, -74.0309453 40.7742477, -74.0307555 40.7740627, -74.0305369 40.7738321, -74.0303963 40.7736362, -74.0303458 40.7735592)",1.5916180727960294,0.009200246891808482,,,,,,
103864914,103864916,0,11630929,True,1,Cliff Street,residential,25 mph,False,58.801,"LINESTRING (-74.0308052 40.7609894, -74.0307434 40.7610598, -74.0306168 40.761216, -74.0304835 40.7613806, -74.0304365 40.7614384)",38.68132492316947,3.1214178643858566e-05,,,,,,
103864914,103876057,0,11632287,True,1,Mountain Road,tertiary,25 mph,False,71.97200000000001,"LINESTRING (-74.0308052 40.7609894, -74.0306504 40.7609944, -74.0301772 40.7611962, -74.0301556 40.7612054, -74.0300327 40.7612414)",33.79624874767632,0.00030314787055815186,,,,,,
103864916,103864918,0,11630929,True,1,Cliff Street,residential,25 mph,False,74.259,"LINESTRING (-74.0304365 40.7614384, -74.0303875 40.7614994, -74.030111 40.7618609, -74.0300246 40.7619738, -74.029994 40.762016)",11.86932354662671,1.0110807394997502e-05,,,,,,
103864916,103877904,0,11632625,True,1,18th Street,tertiary,25 mph,False,115.731,"LINESTRING (-74.0304365 40.7614384, -74.0305112 40.7614702, -74.0307877 40.7615888, -74.0311951 40.7617636, -74.0315502 40.761916, -74.0316332 40.7619499)",11.980168693671214,0.0004981923992593246,,,,,,
103864918,103869119,0,11631441,True,1,19th Street,residential,25 mph,False,116.1,"LINESTRING (-74.029994 40.762016, -74.0300646 40.7620504, -74.030402 40.7622026, -74.0307811 40.7623736, -74.0311226 40.7625276, -74.0311771 40.7625518)",9.026399540498376,0.0004793815948035153,,,,,,
103865124,103861638,0,"[420604754, 27523782]",False,,Boulevard East,primary,,False,474.901,"LINESTRING (-74.011195 40.781565, -74.0111696 40.7816304, -74.01114 40.781725, -74.011148 40.781922, -74.0111635 40.7822185, -74.0111377 40.7823746, -74.0110604 40.7825385, -74.0109831 40.7826399, -74.0108646 40.7827726, -74.0101883 40.7834762, -74.0094933 40.7841705, -74.0088362 40.7848532, -74.0085851 40.785119, -74.0085053 40.7851858)",1.2774722335316728,0.00024242424242424242,,CR 505,,,,
103865124,103860811,0,27523782,False,,Boulevard East,primary,,True,213.52400000000003,"LINESTRING (-74.011195 40.781565, -74.0112245 40.781523, -74.011538 40.781075, -74.01168 40.780846, -74.0117149 40.7807436, -74.011749 40.780592, -74.011764 40.780092, -74.011795 40.7798532, -74.011798 40.77983, -74.011832 40.779744)",1.3870984758527283,0.000689122064485789,,CR 505,,,,
103865124,103865126,0,553516358,False,,54th Street,residential,,False,63.676,"LINESTRING (-74.011195 40.781565, -74.0113021 40.7816147, -74.01184 40.781864)",1.4248436567089293,0.00011215942156776298,,,,,,
103865126,440243598,0,11634053,True,,Fairview Terrace,residential,,False,200.22099999999998,"LINESTRING (-74.01184 40.781864, -74.011874 40.7818216, -74.0125069 40.7810328, -74.0126069 40.7807831, -74.0129662 40.7803552, -74.0130087 40.7803045)",4.233902757171736,4.7027011139523263e-07,,,,,,
103865126,103865127,0,553516358,False,,54th Street,residential,,False,66.149,"LINESTRING (-74.01184 40.781864, -74.0123877 40.7821199, -74.0125086 40.7821764)",1.6468040289757615,0.00013778914263880317,,,,,,
103865126,103865124,0,553516358,False,,54th Street,residential,,True,63.676,"LINESTRING (-74.01184 40.781864, -74.0113021 40.7816147, -74.011195 40.781565)",1.42484365670893,0.00030044381741762925,,,,,,
103865127,103862592,0,11630960,True,,54th Street,residential,,False,143.16899999999998,"LINESTRING (-74.0125086 40.7821764, -74.0126021 40.7822196, -74.0127778 40.7823007, -74.0130033 40.7824048, -74.0138705 40.7828053, -74.0139605 40.7828466)",4.608368640495204,4.837903770978456e-05,,,,,,
103865127,103884740,0,268206297,False,,Park Avenue,secondary,,False,76.863,"LINESTRING (-74.0125086 40.7821764, -74.0124421 40.7822439, -74.0119628 40.7827305)",1.6506132369898985,0.0009638185933045293,,,,,,
103865127,440243599,0,268206297,False,,Park Avenue,secondary,,True,199.807,"LINESTRING (-74.0125086 40.7821764, -74.0125552 40.7821276, -74.0130203 40.7816408, -74.0138422 40.7807804, -74.0138995 40.7807205)",1.740970206215281,0.0012476853892954766,,,,,,
103865127,103865126,0,553516358,False,,54th Street,residential,,True,66.149,"LINESTRING (-74.0125086 40.7821764, -74.0123877 40.7821199, -74.01184 40.781864)",1.6468040289757613,0.00032654380860006467,,,,,,
103865542,103866758,0,"[671301756, 582734655, 60429471]",True,1,Bergenline Avenue,tertiary,25 mph,False,39.844,"LINESTRING (-74.0296903 40.7714889, -74.029724 40.7714474, -74.0298966 40.771222, -74.0299255 40.7711781)",5.986503189336637,0.0034417305940099346,,,,yes,,
103865542,103862228,0,671301757,True,2,31st Street,secondary,25 mph,False,172.89200000000002,"LINESTRING (-74.0296903 40.7714889, -74.0297554 40.7715215, -74.0298392 40.771565, -74.031078 40.772317, -74.0312154 40.7724011, -74.0312482 40.7724199, -74.0313033 40.7724501)",6.8932031524298445,0.0016217264791464597,,,,,,
103865549,103858587,0,27055626,True,2,31st Street,secondary,25 mph,False,51.119,"LINESTRING (-74.0282049 40.7708811, -74.0286438 40.771042, -74.0287521 40.7710801)",3.029152286699774,0.005370367104605708,,,,,,
103865549,9198310281,0,"[671301752, 672528002]",False,2,32nd Street,secondary,,False,86.38199999999999,"LINESTRING (-74.0282049 40.7708811, -74.0281229 40.7707705, -74.0278366 40.7704489, -74.0277498 40.7703514, -74.0276576 40.7702485, -74.0276426 40.7702318)",1.8835172894509475,0.023440848837551067,,,,,,
103865549,103876853,0,671301752,False,2,32nd Street,secondary,,True,43.522999999999996,"LINESTRING (-74.0282049 40.7708811, -74.028446 40.7711528, -74.0284915 40.7712068)",1.5915930460650285,0.011539194074596597,,,,,,
103865552,9198310280,0,"[996142713, 26944650, 60429467, 60429468]",True,1,Palisade Avenue,secondary,,False,43.708,"LINESTRING (-74.0272488 40.7705189, -74.0272818 40.7704743, -74.0273812 40.7703431, -74.027452 40.7702498, -74.0274615 40.7702373, -74.0275067 40.7701778)",7.133342591566227,0.010126032389853922,,,,yes,,
103865552,103865549,0,27055626,True,2,31st Street,secondary,25 mph,False,90.02700000000002,"LINESTRING (-74.0272488 40.7705189, -74.0273204 40.7705459, -74.0277227 40.7706973, -74.0279567 40.7707854, -74.0282049 40.7708811)",10.527095728575075,0.015021132763130824,,,,,,
103865593,2836081212,0,279400340,True,2,19th Street,tertiary,,False,72.105,"LINESTRING (-74.0248843 40.7597938, -74.0251079 40.7598365, -74.0251764 40.7598386, -74.0252484 40.7598375, -74.0257333 40.7598327)",6.491201583138325,0.0018503365370484673,,,,,,
103865593,103869089,0,"[11631439, 788244631]",False,4,19th Street,residential,15 mph,True,97.15299999999999,"LINESTRING (-74.0248843 40.7597938, -74.0248441 40.7597871, -74.024793 40.7597777, -74.0247527 40.7597678, -74.0247179 40.7597535, -74.0245144 40.7596605, -74.0243292 40.7595756, -74.0238827 40.7593684)",1.762569381466028,0.0011620962290215442,,,,,,
103865593,2836185823,0,"[11631005, 232065127, 1085256807]",False,4,Waterfront Terrace,tertiary,25 mph,"[False, True]",312.48199999999997,"LINESTRING (-74.0248843 40.7597938, -74.0248775 40.7598193, -74.0248668 40.759848, -74.0248534 40.7598761, -74.0248373 40.7599028, -74.024552 40.7602647, -74.0235614 40.7615405, -74.0233725 40.7617838, -74.0230359 40.762227)",1.9308705876853791,0.0009256679305175911,,,,,,
103865625,103865627,0,11631006,False,,Gravert Place,residential,,False,50.491,"LINESTRING (-74.0192014 40.7747266, -74.0191638 40.7747771, -74.0189068 40.7751221)",1.2635054659615494,0.00024242424242424242,,,,,,
103865625,768711557,0,11633753,True,1,Liberty Place,residential,,False,94.458,"LINESTRING (-74.0192014 40.7747266, -74.0200678 40.7751262, -74.0200777 40.7751345, -74.020127 40.7751938)",9.886585142202797,0.0008923963201363783,,,,,,
103865627,103865625,0,11631006,False,,Gravert Place,residential,,True,50.491,"LINESTRING (-74.0189068 40.7751221, -74.0191638 40.7747771, -74.0192014 40.7747266)",1.26350546596155,0.00024242424242424242,,,,,,
103865761,752194414,0,11631021,True,1,Denning Place,residential,,False,73.512,"LINESTRING (-74.0218502 40.7693074, -74.0219107 40.7692966, -74.0219348 40.7692942, -74.0219729 40.769294, -74.0220055 40.7692967, -74.0226152 40.7693504, -74.0226533 40.7693537, -74.0227162 40.7693597)",2.8104778016904532,0.000484730917320636,destination,,,,,
103865761,103873458,0,674355488,False,1,Sterling Avenue,residential,,False,105.75,"LINESTRING (-74.0218502 40.7693074, -74.0217674 40.7691937, -74.0217665 40.7691053, -74.021942 40.7686031, -74.022054 40.7684074)",1.3867428607974592,0.00024242424242424242,destination,,,,,
103865980,103885139,0,"[11631054, 1057788583]",False,,4th Street,tertiary,20 mph,True,71.55099999999999,"LINESTRING (-74.0276437 40.7409057, -74.0275612 40.7408949, -74.0272309 40.7408518, -74.0271454 40.7408573, -74.0271116 40.7408699, -74.027076 40.7408864, -74.0269435 40.7409786, -74.0268813 40.7410228)",1.456265733067493,6.466214031684449e-06,,,,,,
103865980,103865982,0,26444701,True,,4th Street,tertiary,20 mph,False,87.608,"LINESTRING (-74.0276437 40.7409057, -74.0277835 40.7409305, -74.028163 40.7409974, -74.0285472 40.7410582, -74.028656 40.7410844)",5.042488706636094,0.0012052435117420569,,,,,,
103865980,103874278,0,584850148,False,,River Street,tertiary,20 mph,True,144.96800000000002,"LINESTRING (-74.0276437 40.7409057, -74.0276718 40.7408155, -74.0277504 40.7405657, -74.0280229 40.7396996, -74.0280421 40.7396374)",1.5568740704918282,1.1051347617787967e-05,,,,,,
103865982,103865986,0,47345098,True,,4th Street,tertiary,20 mph,False,93.731,"LINESTRING (-74.028656 40.7410844, -74.0287429 40.7410994, -74.0291833 40.7411753, -74.0296096 40.7412536, -74.029739 40.7412773)",5.354061081144332,0.0014650089645239985,,,,,,
103865982,103867033,0,368774432,True,2,Hudson Street,tertiary,20 mph,False,145.636,"LINESTRING (-74.028656 40.7410844, -74.0286725 40.7410272, -74.0289991 40.7398958, -74.0290054 40.7398738, -74.0290253 40.7398049)",4.992713696310031,0.003608147429679922,,CR 679,,,,
103865986,294075458,0,47345098,True,,4th Street,tertiary,20 mph,False,69.923,"LINESTRING (-74.029739 40.7412773, -74.0298529 40.7412967, -74.030446 40.7413977, -74.0304714 40.741402, -74.0305487 40.7414154)",5.306912933811226,0.0002516532933603739,,,,,,
103865986,103884953,0,908894886,False,2,Washington Street,secondary,20 mph,False,105.21600000000001,"LINESTRING (-74.029739 40.7412773, -74.0297132 40.7413616, -74.0294758 40.7421354, -74.0294565 40.742199)",1.775233487054219,0.005758222378978926,,,,,,
103865986,103874283,0,"[908894882, 908894883, 908894884, 908894885, 908894886]",False,2,Washington Street,secondary,"['20 mph', '25 mph']",True,146.06,"LINESTRING (-74.029739 40.7412773, -74.0297675 40.7411865, -74.0297786 40.7411494, -74.0298765 40.7408216, -74.0299807 40.7404728, -74.0300078 40.7403819, -74.0300263 40.7403199, -74.0300811 40.7401364, -74.030095 40.7400899, -74.0301237 40.7399965)",1.770549643617806,0.0016860359168797579,,,,,,
103865990,103874285,0,1057788581,True,,Garden Street,residential,20 mph,False,144.742,"LINESTRING (-74.0314939 40.7415846, -74.0315115 40.7415248, -74.0318508 40.7403679, -74.0318666 40.7403139)",5.046234613678974,0.0026378626223437086,,CR 673,,,,
103866056,103860836,0,11631071,True,,47th Street,unclassified,,False,115.15899999999999,"LINESTRING (-74.0243002 40.7818073, -74.0241726 40.7817465, -74.0235937 40.7814705, -74.0233949 40.7813772, -74.0231428 40.7812555)",6.262755406124909,0.0007297416453575522,,,,,,
103866056,103872840,0,420605661,False,,John F. Kennedy Boulevard,primary,,False,76.57700000000001,"LINESTRING (-74.0243002 40.7818073, -74.024242 40.7818633, -74.0237376 40.7823484)",1.515087372958422,0.0002943890897334156,,CR 501,,,,
103866056,7344895471,0,420605661,False,,John F. Kennedy Boulevard,primary,,True,63.49,"LINESTRING (-74.0243002 40.7818073, -74.0246767 40.7814031, -74.0247348 40.7813407)",1.5311079359304502,0.00029462422478911327,,CR 501,,,,
103866064,103866065,0,11631073,True,,47th Street,unclassified,,False,78.277,"LINESTRING (-74.0203029 40.7801649, -74.0203778 40.7801988, -74.0210293 40.7804933, -74.0211011 40.7805258)",5.0243208455357316,0.00011304117802662905,,,,,,
103866064,103870267,0,11633957,True,,Palisade Avenue,tertiary,,False,76.61600000000001,"LINESTRING (-74.0203029 40.7801649, -74.0203454 40.7801045, -74.0206918 40.7796109, -74.020731 40.7795569)",4.883151361259195,0.005723422390735679,,,,,,
103866065,103866067,0,60611266,True,,47th Street,residential,,False,116.12899999999999,"LINESTRING (-74.0211011 40.7805258, -74.0211591 40.7805532, -74.0221911 40.7810402, -74.0222716 40.7810782)",6.436776427977557,0.0042514181583046765,,,,,,
103866065,103877186,0,280850933,True,,New York Avenue,residential,,False,76.89699999999999,"LINESTRING (-74.0211011 40.7805258, -74.0210564 40.7805797, -74.0206917 40.7810223, -74.0206174 40.7811124)",5.126145962219855,0.0005125356376568792,,,,,,
103866067,103866616,0,222857190,False,,Bergenline Avenue,tertiary,,True,54.669,"LINESTRING (-74.0222716 40.7810782, -74.0219436 40.7815025)",1.5037199620040962,0.0034731799077094908,,,,,,
