u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,tunnel,geometry,Cost of returning,Edge Betweenness,bridge,junction,width,access,est_width,service
250062654,250062544,0,589272985,False,,,Avenue Camille Flammarion,residential,30,True,84.198,,"LINESTRING (1.4635773 43.611601, 1.4629626 43.6109884)",1.5134661986364841,0.00026389503649508337,,,,,,
250062654,250961568,0,23202883,False,,,Rue Picard,residential,30,False,147.80700000000002,,"LINESTRING (1.4635773 43.611601, 1.4638753 43.6113686, 1.4648296 43.610629)",1.3836374545795347,0.0005829459355183833,,,,,,
250062654,250062074,0,589272985,False,,,Avenue Camille Flammarion,residential,30,False,78.98,,"LINESTRING (1.4635773 43.611601, 1.4639151 43.6119258, 1.4641066 43.61211, 1.4641743 43.6121643)",1.428136304649545,0.005024731129347476,,,,,,
250062804,250055503,0,25532521,False,,,Avenue de la Colonne,residential,30,False,8.947,,"LINESTRING (1.4595586 43.6087142, 1.459651 43.6087589)",1.5366500977044026,0.006473675884525469,,,,,,
250062804,250062848,0,23148197,False,,,Rue des Gongous,residential,30,False,59.587,,"LINESTRING (1.4595586 43.6087142, 1.4595793 43.6086786, 1.4596229 43.6086035, 1.4597142 43.6084464, 1.4598169 43.6082784, 1.4598694 43.6082299)",1.3963381247615263,7.929425743886649e-05,,,,,,
250062804,310078945,0,25532521,False,,,Avenue de la Colonne,residential,30,True,50.259,,"LINESTRING (1.4595586 43.6087142, 1.4594639 43.6086685, 1.4594068 43.6086409, 1.459142 43.6085208, 1.4590943 43.6085035, 1.4590265 43.6084787)",1.4157104214426994,0.002274581417055445,,,,,,
250062841,250062848,0,23148197,False,,,Rue des Gongous,residential,30,True,18.754,,"LINESTRING (1.4600548 43.6081278, 1.4598694 43.6082299)",1.2928630501956928,0.00015701051970482024,,,,,,
250062848,250062841,0,23148197,False,,,Rue des Gongous,residential,30,False,18.754,,"LINESTRING (1.4598694 43.6082299, 1.4600548 43.6081278)",1.292863050195693,0.00015701051970482024,,,,,,
250062848,250062804,0,23148197,False,,,Rue des Gongous,residential,30,True,59.587,,"LINESTRING (1.4598694 43.6082299, 1.4598169 43.6082784, 1.4597142 43.6084464, 1.4596229 43.6086035, 1.4595793 43.6086786, 1.4595586 43.6087142)",1.396338124761527,0.006353994813129867,,,,,,
250062889,250062848,0,23148205,True,,,Rue Paul Dupin,residential,30,False,55.605,,"LINESTRING (1.4592126 43.6080753, 1.4598694 43.6082299)",4.410465321269591,0.006274700555691,,,,,,
250062889,250062919,0,23148209,True,,,Rue de Bornier,residential,30,False,58.781,,"LINESTRING (1.4592126 43.6080753, 1.4594439 43.6075739)",4.420331562327501,0.004787686666966486,,,,,,
250062890,250063279,0,23148205,True,,,Rue Paul Dupin,residential,30,False,80.29400000000001,,"LINESTRING (1.4575506 43.6076636, 1.4575768 43.6076869, 1.4576567 43.6077093, 1.4584842 43.607904)",5.918291367811201,0.00029757537096694023,,,,,,
250062890,250063153,0,23148232,True,,,Rue du Général Jean Compans,residential,30,False,61.418000000000006,,"LINESTRING (1.4575506 43.6076636, 1.4575058 43.6076837, 1.4574236 43.6077244, 1.4572973 43.6077718, 1.4569712 43.6078972, 1.456903 43.6079492)",13.927643381219749,0.0028373339455954605,,,,,,
250062919,250063200,0,23148235,False,,,Rue Berthelot,residential,30,True,62.367,,"LINESTRING (1.4594439 43.6075739, 1.4587021 43.6074124)",1.4219430554634116,0.00011396083889379383,,,,,,
250062919,250062921,0,23148209,True,,,Rue de Bornier,residential,30,False,78.559,,"LINESTRING (1.4594439 43.6075739, 1.4595367 43.6073827, 1.4595696 43.6072757, 1.4596553 43.6068864)",7.691309676789183,0.005347850297175941,,,,,,
250062921,5817735658,0,23148223,False,,,Avenue du Cimetière,residential,30,False,10.951,,"LINESTRING (1.4596553 43.6068864, 1.4595215 43.6068687)",1.444198518989976,0.005882420818174717,,,,,,
250062921,11774405396,0,23148223,False,,,Avenue du Cimetière,residential,30,True,4.904,,"LINESTRING (1.4596553 43.6068864, 1.4597152 43.6068944)",1.3838964576340873,0.00031387310236217987,,,,,,
250063003,270145169,0,"[35382067, 35382068, 23148223]",False,,,Avenue du Cimetière,residential,30,False,70.895,,"LINESTRING (1.457336 43.6065638, 1.4572906 43.6065576, 1.4569447 43.6065128, 1.4566918 43.6064766, 1.4565728 43.6064614, 1.45647 43.6064486)",1.7995948492988358,0.02037519695352252,yes,,,,,
250063003,250063183,0,23148223,False,,,Avenue du Cimetière,residential,30,True,65.37700000000001,,"LINESTRING (1.457336 43.6065638, 1.4574003 43.6065727, 1.457466 43.6065831, 1.4577479 43.6066277, 1.4579061 43.6066506, 1.4579963 43.6066636, 1.4580564 43.6066723, 1.458131 43.6066832)",1.8560205313312415,0.010797505939179332,,,,,,
250063003,310153270,0,23148224,False,,,Rue Gazan,living_street,20,False,88.154,,"LINESTRING (1.457336 43.6065638, 1.4573062 43.6066067, 1.4570195 43.607062, 1.4568827 43.6072854)",1.69583792320839,0.0003139717270604869,,,,,,
250063153,250056267,0,23147698,True,1,,Rue Bertrand Clauzel,residential,30,False,74.143,,"LINESTRING (1.456903 43.6079492, 1.4569411 43.6080001, 1.4569572 43.6080428, 1.45695 43.6086074)",2.66011962073636,0.00042566419789321865,,,,,,
250063153,250055739,0,25532521,False,,,Avenue de la Colonne,residential,30,False,87.36699999999999,,"LINESTRING (1.456903 43.6079492, 1.4569551 43.6079811, 1.4570256 43.6080069, 1.4573352 43.6080785, 1.457919 43.6082136)",1.6654832217042188,0.0010474682645445787,,,,,,
250063153,250055498,0,"[1231379104, 23147660]",False,"['2', '1']",,Rue du Général Jean Compans,residential,30,True,100.019,,"LINESTRING (1.456903 43.6079492, 1.4568371 43.6079598, 1.4567741 43.6079656, 1.4567064 43.6079797, 1.4565648 43.6080348, 1.4563972 43.6080967, 1.4563436 43.6081244, 1.4563047 43.6081632, 1.4562611 43.6082166, 1.4562095 43.6083113, 1.4560963 43.6085385)",1.3704839214199804,0.0021595603626548506,,,,,,
250063181,310151984,0,23148232,True,,,Rue du Général Jean Compans,residential,30,False,30.534,,"LINESTRING (1.4579073 43.6072344, 1.4578222 43.6073776, 1.4577417 43.607481)",5.9899433711337835,0.0030776576791951595,,,,,,
250063181,250063200,0,23148235,False,,,Rue Berthelot,residential,30,False,66.99900000000001,,"LINESTRING (1.4579073 43.6072344, 1.4579576 43.607249, 1.4587021 43.6074124)",1.5294573362492092,0.006568429563423966,,,,,,
250063183,250063003,0,23148223,False,,,Avenue du Cimetière,residential,30,False,65.377,,"LINESTRING (1.458131 43.6066832, 1.4580564 43.6066723, 1.4579963 43.6066636, 1.4579061 43.6066506, 1.4577479 43.6066277, 1.457466 43.6065831, 1.4574003 43.6065727, 1.457336 43.6065638)",1.856020531331241,0.0011907946073592961,,,,,,
250063183,5817735658,0,23148223,False,,,Avenue du Cimetière,residential,30,True,113.84,,"LINESTRING (1.458131 43.6066832, 1.4582023 43.6066927, 1.4594318 43.6068567, 1.4595215 43.6068687)",1.6085417432137081,0.0007105662951277032,,,,,,
250063183,250063181,0,23148232,True,,,Rue du Général Jean Compans,residential,30,False,64.073,,"LINESTRING (1.458131 43.6066832, 1.4581045 43.6067688, 1.4580535 43.606929, 1.4580153 43.6070353, 1.4579657 43.6071431, 1.4579073 43.6072344)",7.579366126157462,0.009606464770074269,,,,,,
250063183,250880653,0,23196745,True,,,Rue Saint-Bertrand,residential,30,False,54.602000000000004,,"LINESTRING (1.458131 43.6066832, 1.458153 43.6066123, 1.4581655 43.6065718, 1.4582989 43.6062075)",7.287806898477301,0.0052994748826563345,,,,,,
250063200,250062919,0,23148235,False,,,Rue Berthelot,residential,30,False,62.367,,"LINESTRING (1.4587021 43.6074124, 1.4594439 43.6075739)",1.4219430554634103,0.000674124469103249,,,,,,
250063200,250063279,0,23148246,False,,,Rue Tournié,residential,30,False,57.41,,"LINESTRING (1.4587021 43.6074124, 1.4584842 43.607904)",1.3967046279250592,0.006314273715886704,,,,,,
250063200,250063181,0,23148235,False,,,Rue Berthelot,residential,30,True,66.99900000000001,,"LINESTRING (1.4587021 43.6074124, 1.4579576 43.607249, 1.4579073 43.6072344)",1.529457336249208,3.962247254485649e-05,,,,,,
250063279,250062889,0,23148205,True,,,Rue Paul Dupin,residential,30,False,61.662,,"LINESTRING (1.4584842 43.607904, 1.4592126 43.6080753)",4.417775446371477,0.006266218831636594,,,,,,
250063279,250063200,0,23148246,False,,,Rue Tournié,residential,30,True,57.41,,"LINESTRING (1.4584842 43.607904, 1.4587021 43.6074124)",1.3967046279250601,0.0003456302552170493,,,,,,
250063398,250056118,0,23147672,True,1,,Rue Saint-Sylve,residential,30,False,33.841,,"LINESTRING (1.4582033 43.609774, 1.4582938 43.6094768)",5.9197693913507,0.0013489886234438009,,,,,,
250063398,250063436,0,23148260,False,,,Rue Blaja,residential,30,False,86.676,,"LINESTRING (1.4582033 43.609774, 1.4582435 43.6097739, 1.4592348 43.6097874, 1.4592794 43.6097911)",1.4812467856136722,0.0001675387062490976,,,,,,
250063436,250057342,0,23147678,True,,,Rue Maréchal Honoré Reille,residential,30,False,42.418,,"LINESTRING (1.4592794 43.6097911, 1.4592334 43.6099186, 1.4592046 43.6099732, 1.4591881 43.6100091, 1.4591773 43.6100414, 1.4591809 43.6100758, 1.4591924 43.6101164, 1.4592084 43.6101591)",6.496324954299214,0.005264709676503099,,,,,,
250063436,250063398,0,23148260,False,,,Rue Blaja,residential,30,True,86.676,,"LINESTRING (1.4592794 43.6097911, 1.4592348 43.6097874, 1.4582435 43.6097739, 1.4582033 43.609774)",1.4812467856136735,0.00015503802573867928,,,,,,
250063698,8831761,0,23119695,False,,,Rue de Périole,residential,30,False,48.313,,"LINESTRING (1.4564308 43.6123634, 1.4563347 43.6120358, 1.4563264 43.6119364)",1.6066004730832948,0.0038336406478932583,,,,,,
250063698,249600391,0,23119695,False,,,Rue de Périole,residential,30,True,84.04199999999999,,"LINESTRING (1.4564308 43.6123634, 1.4564268 43.6123857, 1.4563164 43.6129938, 1.456305 43.6130603, 1.4562962 43.6131129)",1.5402009069488627,0.009720450265142639,,,,,,
250065452,250063698,0,23148989,True,,,Rue Émile Zola,residential,30,False,71.721,,"LINESTRING (1.4573015 43.6122377, 1.4572532 43.6122456, 1.4565407 43.6123614, 1.4564878 43.6123682, 1.4564308 43.6123634)",12.354138126998853,0.009773658289879292,,,,,,
250065452,249508424,0,1222834115,True,,,Rue des Champs Élysées,residential,30,False,116.349,,"LINESTRING (1.4573015 43.6122377, 1.4574396 43.6132322, 1.4574461 43.6132788)",7.755513020937357,0.0009446273603849046,,,,,,
250321088,1227257826,0,23161633,True,,,Chemin Mal Clabel,residential,30,False,8.856,,"LINESTRING (1.4837418 43.5820116, 1.4837718 43.5820295, 1.4837971 43.5820401, 1.4838361 43.5820511)",11.663572748186285,0.0041756217892729465,,,,,,
250321166,1227257975,0,"[106701122, 23161635]",True,,,Rue de l'Abbé Breuil,residential,30,False,28.905,,"LINESTRING (1.4858046 43.5811717, 1.485846 43.581092, 1.4858818 43.5809985, 1.4858928 43.5809772, 1.4859353 43.5809316)",2.4237056025416193,0.0033401226575647904,,,,,,
250321166,250325515,0,106701119,False,,,Rue de l'Abbé Breuil,residential,30,False,13.576,,"LINESTRING (1.4858046 43.5811717, 1.4857725 43.5811881, 1.4856667 43.5812419)",1.6090224813505267,0.002928660416227787,,,,,,
250321282,250321088,0,106701167,True,,,Chemin Mal Clabel,residential,30,False,61.84,,"LINESTRING (1.4832097 43.5816107, 1.4837418 43.5820116)",12.52284251116895,0.004082594042594824,,,,,,
250321282,250321640,0,23161641,False,,,Rue de Superbagnères,residential,30,False,52.916,,"LINESTRING (1.4832097 43.5816107, 1.4834936 43.5814283, 1.4835451 43.5813952, 1.4836954 43.5812904)",1.7917641830296773,0.00018391040616806754,,,,,,
250321382,250321640,0,23161654,False,,,Rue de Superbagnères,residential,30,False,48.126,,"LINESTRING (1.4841041 43.5816061, 1.4836954 43.5812904)",1.6699911698405476,7.285899587433162e-05,,,,,,
250321382,250321640,1,23161641,False,,,Rue de Superbagnères,residential,30,True,281.219,,"LINESTRING (1.4841041 43.5816061, 1.4851113 43.5808996, 1.4851435 43.5808514, 1.4851205 43.580802, 1.4848079 43.5805855, 1.4847471 43.5805787, 1.4846874 43.5805864, 1.4836954 43.5812904)",,0.0,,,,,,
250321382,250321383,0,23161641,False,,,Rue de Superbagnères,residential,30,False,35.137,,"LINESTRING (1.4841041 43.5816061, 1.4843655 43.581808, 1.484384 43.5818223, 1.4844025 43.5818366)",1.7867449020752215,0.0001646785899981932,,,,,,
250321383,250325467,0,150479055,False,2,,Rue de l'Abbé Breuil,residential,30,False,14.71,,"LINESTRING (1.4844025 43.5818366, 1.4842515 43.581911)",1.5448525810028169,0.004211447210932982,,,,,,
250321383,250325507,0,150479055,False,2,,Rue de l'Abbé Breuil,residential,30,True,67.805,,"LINESTRING (1.4844025 43.5818366, 1.4851101 43.5815063)",1.5159309104926593,0.004469622014926257,,,,,,
250321383,250321382,0,23161641,False,,,Rue de Superbagnères,residential,30,True,35.137,,"LINESTRING (1.4844025 43.5818366, 1.484384 43.5818223, 1.4843655 43.581808, 1.4841041 43.5816061)",1.7867449020752204,0.00016522102583888196,,,,,,
250321614,250321615,0,23161652,False,,,Chemin Mal Clabel,residential,30,False,128.748,,"LINESTRING (1.481586 43.5830929, 1.4816608 43.5830587, 1.4819814 43.5829192, 1.4822296 43.5828094, 1.4825126 43.5826866, 1.4826751 43.5826128, 1.4829504 43.5824898)",1.6737301638915645,0.003351069999076873,,,,,,
250321614,250324941,0,23161652,False,,,Chemin Mal Clabel,residential,30,True,92.921,,"LINESTRING (1.481586 43.5830929, 1.4810761 43.5833223, 1.480946 43.583387, 1.480844 43.5834377, 1.4807685 43.5834752, 1.4806198 43.5835491)",1.6506308077766907,0.003474770026928488,,,,,,
250321614,250321679,0,23161656,False,,,Rue de l'Aude,residential,30,True,171.542,,"LINESTRING (1.481586 43.5830929, 1.4815493 43.5830537, 1.4807239 43.5823934, 1.4802444 43.5819671, 1.4802226 43.5819523, 1.4801881 43.5819307)",1.6464895308397185,0.004037004775802391,,,,,,
250321614,362666303,0,32266716,False,,,Rue de l'Aude,residential,30,False,111.476,,"LINESTRING (1.481586 43.5830929, 1.4816384 43.5831487, 1.4817641 43.5832541, 1.4818378 43.5833159, 1.4821086 43.5835429, 1.4821181 43.5835511, 1.4821274 43.5835592, 1.4824754 43.5838605)",1.4406413143308208,0.00015701051970482024,,,,,,
250321615,1227257785,0,23161652,False,,,Chemin Mal Clabel,residential,30,False,69.452,,"LINESTRING (1.4829504 43.5824898, 1.4831381 43.5824062, 1.4832113 43.5823736, 1.4836847 43.5821624)",1.6470357141878416,0.0031161952800586386,,,,,,
250321615,250321614,0,23161652,False,,,Chemin Mal Clabel,residential,30,True,128.748,,"LINESTRING (1.4829504 43.5824898, 1.4826751 43.5826128, 1.4825126 43.5826866, 1.4822296 43.5828094, 1.4819814 43.5829192, 1.4816608 43.5830587, 1.481586 43.5830929)",1.6737301638915638,0.006865067999756989,,,,,,
250321615,250321633,0,23161653,False,,,Rue de l'Ariège,residential,30,True,30.191,,"LINESTRING (1.4829504 43.5824898, 1.4829104 43.5824545, 1.4827077 43.5822829)",1.802137616222429,0.00016822907913724693,,,,,,
250321631,245404344,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,True,29.872,,"LINESTRING (1.4813522 43.5811285, 1.4810833 43.5813135)",1.5640797690196468,0.00821238000332957,,,,,,
250321631,250321632,0,23161653,False,,,Rue de l'Ariège,residential,30,False,49.827,,"LINESTRING (1.4813522 43.5811285, 1.4813844 43.5811494, 1.4814031 43.5811654, 1.481748 43.5814724)",1.7880703925376074,0.00022190557119085774,,,,,,
250321631,10570710268,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,False,70.226,,"LINESTRING (1.4813522 43.5811285, 1.4818386 43.5807656, 1.481952 43.5806704)",1.5416040681206704,0.006763854403119381,,,,,,
250321632,250321633,0,23161653,False,,,Rue de l'Ariège,residential,30,False,118.735,,"LINESTRING (1.481748 43.5814724, 1.4827077 43.5822829)",1.6709787407929246,0.00010552842718854124,,,,,,
250321632,250321633,1,23161655,False,,,Rue du Tarn,residential,30,False,161.298,,"LINESTRING (1.481748 43.5814724, 1.4816987 43.5818972, 1.4817246 43.5819439, 1.4822928 43.5824233, 1.4823641 43.5824314, 1.4827077 43.5822829)",,0.0,,,,,,
250321632,250321631,0,23161653,False,,,Rue de l'Ariège,residential,30,True,49.827,,"LINESTRING (1.481748 43.5814724, 1.4814031 43.5811654, 1.4813844 43.5811494, 1.4813522 43.5811285)",1.7880703925376074,0.00025585712358305895,,,,,,
250321633,250321632,0,23161653,False,,,Rue de l'Ariège,residential,30,True,118.735,,"LINESTRING (1.4827077 43.5822829, 1.481748 43.5814724)",1.6709787407929246,0.00013947997958074247,,,,,,
250321633,250321632,1,23161655,False,,,Rue du Tarn,residential,30,True,161.298,,"LINESTRING (1.4827077 43.5822829, 1.4823641 43.5824314, 1.4822928 43.5824233, 1.4817246 43.5819439, 1.4816987 43.5818972, 1.481748 43.5814724)",,0.0,,,,,,
250321633,250321615,0,23161653,False,,,Rue de l'Ariège,residential,30,False,30.191,,"LINESTRING (1.4827077 43.5822829, 1.4829104 43.5824545, 1.4829504 43.5824898)",1.8021376162224303,0.0001342775267450457,,,,,,
250321640,250321382,0,23161654,False,,,Rue de Superbagnères,residential,30,True,48.126,,"LINESTRING (1.4836954 43.5812904, 1.4841041 43.5816061)",1.6699911698405454,7.231656003364286e-05,,,,,,
250321640,250321382,1,23161641,False,,,Rue de Superbagnères,residential,30,False,281.219,,"LINESTRING (1.4836954 43.5812904, 1.4846874 43.5805864, 1.4847471 43.5805787, 1.4848079 43.5805855, 1.4851205 43.580802, 1.4851435 43.5808514, 1.4851113 43.5808996, 1.4841041 43.5816061)",,0.0,,,,,,
250321640,250321282,0,23161641,False,,,Rue de Superbagnères,residential,30,True,52.916,,"LINESTRING (1.4836954 43.5812904, 1.4835451 43.5813952, 1.4834936 43.5814283, 1.4832097 43.5816107)",1.7917641830296764,0.0001844528420087563,,,,,,
250321679,245404342,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,False,7.582,,"LINESTRING (1.4801881 43.5819307, 1.4802555 43.5818831)",1.5465586011412094,0.007733778998620044,,,,,,
250321679,250321614,0,23161656,False,,,Rue de l'Aude,residential,30,False,171.542,,"LINESTRING (1.4801881 43.5819307, 1.4802226 43.5819523, 1.4802444 43.5819671, 1.4807239 43.5823934, 1.4815493 43.5830537, 1.481586 43.5830929)",1.6464895308397183,0.0005250532376121461,,,,,,
250321679,245404341,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,True,60.650000000000006,,"LINESTRING (1.4801881 43.5819307, 1.4801261 43.5819739, 1.4797763 43.582232, 1.4796733 43.5823278)",1.522030402411843,0.012952874752156134,,,,,,
250321681,245404338,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,True,27.66,,"LINESTRING (1.4787328 43.5832494, 1.4785189 43.583444)",1.559481565134341,0.009512623369635112,,,,,,
250321681,250321683,0,23161657,False,,,Rue de l'Yser,residential,30,False,122.688,,"LINESTRING (1.4787328 43.5832494, 1.4787638 43.5832742, 1.478781 43.583288, 1.4793 43.5837036, 1.4796862 43.5840395, 1.4797302 43.5840828)",1.8792637059518034,0.00034676443924758037,,,,,,
250321681,245404341,0,51832718,False,2,,Avenue Jean Rieux,secondary,50,False,127.459,,"LINESTRING (1.4787328 43.5832494, 1.4787793 43.5832084, 1.4789452 43.5830552, 1.4796733 43.5823278)",1.5416624016062794,0.007791893602097471,,,,,,
250321683,250324985,0,23161652,False,,,Chemin Mal Clabel,residential,30,False,63.429,,"LINESTRING (1.4797302 43.5840828, 1.4803341 43.5837167)",1.380147880473736,0.004249442375955772,,,,,,
250321683,250324951,0,23161652,False,,,Chemin Mal Clabel,residential,30,True,56.397999999999996,,"LINESTRING (1.4797302 43.5840828, 1.4793174 43.58432, 1.4791813 43.5843977)",1.3875675569815853,0.00540771548904832,,,,,,
250321683,250321681,0,23161657,False,,,Rue de l'Yser,residential,30,True,122.68799999999999,,"LINESTRING (1.4797302 43.5840828, 1.4796862 43.5840395, 1.4793 43.5837036, 1.478781 43.583288, 1.4787638 43.5832742, 1.4787328 43.5832494)",1.8792637059518034,0.0001822584424714245,,,,,,
250321683,250324987,0,23161980,False,,,Rue des Corbières,residential,30,True,65.561,,"LINESTRING (1.4797302 43.5840828, 1.4797748 43.5841267, 1.480162 43.5845824)",1.0514077895356195,0.00015701051970482024,,,,,,
250321704,245404429,0,122942786,False,,,Avenue Jean Rieux,secondary,50,False,26.127,,"LINESTRING (1.4760481 43.5852382, 1.4762746 43.58507)",1.5081075155734305,0.00826728930411202,,,,,,
250321704,250321705,0,23161783,False,,,Rue du Saint-Gervais,residential,30,False,72.631,,"LINESTRING (1.4760481 43.5852382, 1.4760805 43.5852591, 1.4760953 43.5852688, 1.4767172 43.5856761)",1.6050742638825286,0.002684564287917843,,,,,,
250321704,250323500,0,122942786,False,,,Avenue Jean Rieux,secondary,50,True,81.59,,"LINESTRING (1.4760481 43.5852382, 1.4759583 43.5853093, 1.4757976 43.5854364, 1.4756485 43.5855663, 1.4754036 43.5858034)",1.490405507840021,0.014262438152451692,,,,,,
250321705,250323499,0,"[198139851, 23161783]",False,,,"['Rue des Bégonias', 'Rue du Saint-Gervais']",residential,30,False,233.804,,"LINESTRING (1.4767172 43.5856761, 1.4771588 43.5859606, 1.4772914 43.5859431, 1.4784949 43.5853394, 1.4785274 43.5853049, 1.4785239 43.5852637, 1.4782374 43.5849496, 1.478194 43.584902)",1.2219077038286972,0.0,,,,,,
250321705,250321704,0,23161783,False,,,Rue du Saint-Gervais,residential,30,True,72.631,,"LINESTRING (1.4767172 43.5856761, 1.4760953 43.5852688, 1.4760805 43.5852591, 1.4760481 43.5852382)",1.6050742638825295,0.003330654686527314,,,,,,
250321705,250323465,0,198086397,False,,,Rue du Mont Vallier,residential,30,False,94.71,,"LINESTRING (1.4767172 43.5856761, 1.4767675 43.5856486, 1.4776564 43.5851636)",1.200186357223872,0.002569641858215556,,,,,,
250323453,245404406,0,122942786,False,,,Avenue Jean Rieux,secondary,50,False,8.709,,"LINESTRING (1.477057 43.5845854, 1.4771381 43.5845336)",1.4123034616145775,0.007299707045196149,,,,,,
250323453,245404402,0,122942786,False,,,Avenue Jean Rieux,secondary,50,True,52.796,,"LINESTRING (1.477057 43.5845854, 1.4765521 43.5848882)",1.4120039240947109,0.012868895821547682,,,,,,
250323453,250323465,0,23161778,False,,,Chemin Mal Clabel,residential,30,False,80.402,,"LINESTRING (1.477057 43.5845854, 1.4770798 43.5846074, 1.4770957 43.5846228, 1.4776271 43.5851354, 1.4776564 43.5851636)",1.6228297073781845,0.001115815180471363,,,,,,
250323465,250323499,0,198086396,False,,,Chemin Mal Clabel,residential,30,False,52.164,,"LINESTRING (1.4776564 43.5851636, 1.478194 43.584902)",1.216466876805637,0.0035885336164256675,,,,,,
250323465,250323453,0,23161778,False,,,Chemin Mal Clabel,residential,30,True,80.402,,"LINESTRING (1.4776564 43.5851636, 1.4776271 43.5851354, 1.4770957 43.5846228, 1.4770798 43.5846074, 1.477057 43.5845854)",1.6228297073781854,0.004182303612583249,,,,,,
250323465,250321705,0,198086397,False,,,Rue du Mont Vallier,residential,30,True,94.71,,"LINESTRING (1.4776564 43.5851636, 1.4767675 43.5856486, 1.4767172 43.5856761)",1.2001863572238702,0.0032157322568250263,,,,,,
250323499,250323465,0,198086396,False,,,Chemin Mal Clabel,residential,30,True,52.164,,"LINESTRING (1.478194 43.584902, 1.4776564 43.5851636)",1.2164668768056386,0.0073011124471470245,,,,,,
250323499,8704294,0,198086396,False,,,Chemin Mal Clabel,residential,30,False,32.655,,"LINESTRING (1.478194 43.584902, 1.4784341 43.5847818, 1.4785275 43.584735)",1.7579778296073447,0.0035120994752377054,,,,,,
250323499,250321705,0,"[198139851, 23161783]",False,,,"['Rue des Bégonias', 'Rue du Saint-Gervais']",residential,30,True,233.804,,"LINESTRING (1.478194 43.584902, 1.4782374 43.5849496, 1.4785239 43.5852637, 1.4785274 43.5853049, 1.4784949 43.5853394, 1.4772914 43.5859431, 1.4771588 43.5859606, 1.4767172 43.5856761)",1.2219077038286963,0.0,,,,,,
250323500,245404437,0,8027626,False,2,,Avenue Jean Rieux,secondary,50,True,32.187,,"LINESTRING (1.4754036 43.5858034, 1.4752434 43.5859642, 1.4751697 43.5860381)",1.4986605550809473,0.014531042518290937,,,,,,
250323500,250323504,0,23161802,False,,,Rue Mireille,residential,30,False,114.71,,"LINESTRING (1.4754036 43.5858034, 1.4754377 43.5858236, 1.4754659 43.5858403, 1.4765056 43.5864569)",1.2445254673868218,0.00015701051970482024,,,,,,
250323500,250321704,0,122942786,False,,,Avenue Jean Rieux,secondary,50,False,81.59,,"LINESTRING (1.4754036 43.5858034, 1.4756485 43.5855663, 1.4757976 43.5854364, 1.4759583 43.5853093, 1.4760481 43.5852382)",1.490405507840022,0.011078389079957805,,,,,,
250323504,250323500,0,23161802,False,,,Rue Mireille,residential,30,True,114.71,,"LINESTRING (1.4765056 43.5864569, 1.4754659 43.5858403, 1.4754377 43.5858236, 1.4754036 43.5858034)",1.244525467386822,0.00015701051970482024,,,,,,
250323554,250323559,0,23161806,False,,,Rue Jean Coras,residential,30,False,252.529,,"LINESTRING (1.4769997 43.5863716, 1.4770064 43.5864236, 1.4769969 43.5864853, 1.4768401 43.58667, 1.4763273 43.5869793, 1.4763024 43.5870144, 1.4763081 43.5870575, 1.4767212 43.5876826, 1.4767696 43.5877424, 1.4770032 43.5878879, 1.4770564 43.587902, 1.4771208 43.5878917, 1.4774841 43.5877487)",1.2517990484564934,0.00015701051970482024,,,,,,
250323559,250323554,0,23161806,False,,,Rue Jean Coras,residential,30,True,252.529,,"LINESTRING (1.4774841 43.5877487, 1.4771208 43.5878917, 1.4770564 43.587902, 1.4770032 43.5878879, 1.4767696 43.5877424, 1.4767212 43.5876826, 1.4763081 43.5870575, 1.4763024 43.5870144, 1.4763273 43.5869793, 1.4768401 43.58667, 1.4769969 43.5864853, 1.4770064 43.5864236, 1.4769997 43.5863716)",1.2517990484564934,0.00015701051970482024,,,,,,
250323559,250324336,0,"[122942791, 51734087]",False,2,,Rue Édouard Lartet,tertiary,30,False,42.669,,"LINESTRING (1.4774841 43.5877487, 1.4775035 43.5878177, 1.4775156 43.5878548, 1.4775964 43.5881237)",1.463320459804406,0.002903683711381527,,,,,,
250323559,8704292,0,51734087,False,,,Rue Édouard Lartet,tertiary,30,True,274.753,,"LINESTRING (1.4774841 43.5877487, 1.4774621 43.5876843, 1.4774278 43.587557, 1.4773582 43.5873025, 1.4773322 43.5871839, 1.4773204 43.5870509, 1.4773255 43.5869827, 1.4773417 43.5868567, 1.4774062 43.5866592, 1.4774524 43.5865626, 1.4775357 43.5864289, 1.4777526 43.5862363, 1.4779708 43.5860905, 1.4781592 43.5860052, 1.4784615 43.5858844, 1.4787516 43.5857669)",1.489515550816328,0.004817668575251829,,,,,,
250323571,245404437,0,8027626,False,2,,Avenue Jean Rieux,secondary,50,False,51.095,,"LINESTRING (1.4747939 43.5864083, 1.4750109 43.5861952, 1.4751697 43.5860381)",1.5216100050473604,0.011526416428192146,,,,,,
250323571,245404460,0,8027626,False,2,,Avenue Jean Rieux,secondary,50,True,44.606,,"LINESTRING (1.4747939 43.5864083, 1.4747223 43.5864777, 1.4746371 43.5865604, 1.4745311 43.5866631, 1.4744576 43.5867269)",1.510023242373362,0.01334840910471655,,,,,,
